time,Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M,Distancia,Intervalo_Veloc,Intervalo_Acele,Intervalo_Des_x,Intervalo_Des_y,Intervalo_Des_z,Intervalo_Presn,Intervalo_VelPr,Intervalo_AcePr,Intervalo_Distancia
1925,0.16980971,0.16618042,0.24575047,0.13343239,0.19633843,0.6552795,0.26744186,0.20512821,0.27933031,0.32981528,0.40784924,0.41161379,0.32084301,0.37199652,0.39649058,0.28828026,0.28042703,0.29676395,0.19286552,0.2847306,0.28529855,0.3453354,0.32807277,0.13519274,0.39120487,0.58285266,0.45832162,0.43603906,-1,-1,-1,1,0.34168154076741974,"[0.13, 0.20)","[0.14, 0.19)","[0.20, 0.30)","[0.11, 0.16)","[0.15, 0.22)","[0.63, 0.69)","[0.20, 0.30)","[0.20, 0.30)","[0.30, 0.42)"
1932,0.14926975,0.15417945,0.21087769,0.1009245,0.21023958,0.66149068,0.27906977,0.30769231,0.23929057,0.28743544,0.38391858,0.38424027,0.28963219,0.33441954,0.36569631,0.25287374,0.27910296,0.30874194,0.19805529,0.2899754,0.27125417,0.34824183,0.32505953,0.15717325,0.35390003,0.61829435,0.45649189,0.45390279,-1,-1,-1,1,0.3144134790980859,"[0.13, 0.20)","[0.14, 0.19)","[0.20, 0.30)","[0.05, 0.11)","[0.15, 0.22)","[0.63, 0.69)","[0.20, 0.30)","[0.30, 0.40)","[0.30, 0.42)"
1939,0.14978789,0.14451938,0.27874433,0.11484139,0.15087932,0.6552795,0.31395349,0.26923077,0.22332141,0.29279727,0.3831641,0.38907759,0.27967347,0.3301922,0.36450042,0.24848115,0.24344068,0.27635741,0.19208756,0.26549414,0.29740226,0.30070603,0.30583576,0.14614309,0.40451132,0.58310747,0.42484677,0.40718737,-1,-1,-1,1,0.33712240442893054,"[0.13, 0.20)","[0.14, 0.19)","[0.20, 0.30)","[0.11, 0.16)","[0.15, 0.22)","[0.63, 0.69)","[0.30, 0.40)","[0.20, 0.30)","[0.30, 0.42)"
1946,0.15485999,0.08495549,0.27920714,0.12889684,0.14357155,0.63664596,0.31395349,0.26923077,0.21817054,0.29936081,0.38558906,0.39540552,0.27641612,0.32847338,0.37287898,0.24782265,0.22442974,0.26052253,0.19468408,0.27006098,0.31949632,0.29301937,0.31088626,0.14978744,0.42787177,0.5662879,0.406775,0.37635675,-1,-1,-1,1,0.3393874074834948,"[0.13, 0.20)","[0.05, 0.09)","[0.20, 0.30)","[0.11, 0.16)","[0.07, 0.15)","[0.63, 0.69)","[0.30, 0.40)","[0.20, 0.30)","[0.30, 0.42)"
1953,0.08594973,0.029884,0.18475113,0.06941263,0.10370218,0.63664596,0.27906977,0.26923077,0.23419288,0.31376803,0.39325246,0.40260923,0.29052483,0.34145077,0.38287932,0.25860802,0.23712071,0.28291841,0.21376346,0.29485462,0.33813839,0.31954942,0.33824703,0.16485015,0.41195213,0.57891136,0.40713335,0.37549654,-1,-1,-1,1,0.2229467097235261,"[0.07, 0.13)","[0.00, 0.05)","[0.10, 0.20)","[0.05, 0.11)","[0.07, 0.15)","[0.63, 0.69)","[0.20, 0.30)","[0.20, 0.30)","[0.18, 0.30)"
1960,0.07845286,0.02670095,0.16907306,0.06978587,0.08973301,0.66149068,0.27906977,0.17948718,0.24584151,0.35261742,0.41979137,0.43067465,0.30842495,0.37012237,0.40081252,0.28753763,0.25202594,0.29919588,0.22445025,0.31048024,0.35664266,0.32738132,0.35351482,0.17701405,0.37807428,0.59166252,0.43153363,0.37880719,-1,-1,-1,1,0.20373458310527598,"[0.07, 0.13)","[0.00, 0.05)","[0.10, 0.20)","[0.05, 0.11)","[0.07, 0.15)","[0.63, 0.69)","[0.20, 0.30)","[0.10, 0.20)","[0.18, 0.30)"
1967,0.07127355,0.01744652,0.15480069,0.06316739,0.10032785,0.68944099,0.1744186,0.07692308,0.23747889,0.37172409,0.41886167,0.43782776,0.31196265,0.3891223,0.40829746,0.3185035,0.22396475,0.27738476,0.21908744,0.31376001,0.35500163,0.31859316,0.34940383,0.1835804,0.38744664,0.58848835,0.40424968,0.3632202,-1,-1,-1,1,0.1949847436839885,"[0.07, 0.13)","[0.00, 0.05)","[0.10, 0.20)","[0.05, 0.11)","[0.07, 0.15)","[0.63, 0.69)","[0.10, 0.20)","[0.00, 0.10)","[0.18, 0.30)"
1974,0.07292139,0.03882971,0.13966455,0.08739307,0.06272124,0.65838509,0.24418605,0.14102564,0.25530103,0.38090104,0.40934655,0.42566563,0.32853488,0.39952327,0.40096071,0.31582408,0.25145482,0.29882523,0.23910676,0.31728103,0.36883571,0.32740475,0.35946687,0.20814385,0.31183241,0.60411287,0.43204782,0.36692551,-1,-1,-1,1,0.17628865294699203,"[0.07, 0.13)","[0.00, 0.05)","[0.10, 0.20)","[0.05, 0.11)","[0.00, 0.07)","[0.63, 0.69)","[0.20, 0.30)","[0.10, 0.20)","[0.18, 0.30)"
1981,0.05375707,0.0575056,0.0753541,0.08587456,0.06243156,0.65217391,0.3255814,0.15384615,0.28207077,0.41792047,0.423586,0.44368803,0.34635679,0.43211244,0.42208975,0.35002621,0.23797883,0.26904976,0.22294051,0.30170171,0.36959902,0.30786763,0.34459525,0.190205,0.34894021,0.55286464,0.42443129,0.32362743,-1,-1,-1,1,0.1301936255199816,"[0.00, 0.07)","[0.05, 0.09)","[0.00, 0.10)","[0.05, 0.11)","[0.00, 0.07)","[0.63, 0.69)","[0.30, 0.40)","[0.10, 0.20)","[0.05, 0.18)"
1988,0.07615405,0.08085261,0.05359724,0.11890246,0.07901539,0.66459627,0.31395349,0.21794872,0.28125825,0.40522265,0.38751449,0.40345487,0.33577512,0.4232499,0.39126308,0.34581998,0.24071109,0.26188977,0.22768933,0.30200852,0.36460214,0.31540664,0.34531778,0.20295677,0.33734812,0.56051074,0.419819,0.32453744,-1,-1,-1,1,0.15249226533343027,"[0.07, 0.13)","[0.05, 0.09)","[0.00, 0.10)","[0.11, 0.16)","[0.07, 0.15)","[0.63, 0.69)","[0.30, 0.40)","[0.20, 0.30)","[0.05, 0.18)"
1995,0.08333015,0.11138762,0.04817134,0.1316134,0.06841747,0.68012422,0.3255814,0.20512821,0.26878572,0.38345405,0.3546104,0.36332292,0.31828122,0.40626624,0.35729674,0.33215783,0.26353375,0.28123658,0.23551664,0.29887356,0.35692761,0.32381631,0.3473132,0.20592135,0.33069753,0.58182589,0.42072176,0.35526978,-1,-1,-1,1,0.15595997966836397,"[0.07, 0.13)","[0.09, 0.14)","[0.00, 0.10)","[0.11, 0.16)","[0.00, 0.07)","[0.63, 0.69)","[0.30, 0.40)","[0.20, 0.30)","[0.05, 0.18)"
2002,0.15999036,0.18176346,0.20927121,0.16975552,0.06853763,0.68322981,0.31395349,0.20512821,0.26391467,0.37521155,0.35057848,0.35951688,0.31379334,0.39507135,0.3552607,0.32195999,0.25351148,0.26361501,0.22043363,0.28918846,0.34542623,0.31032459,0.33221373,0.19948721,0.34501187,0.56146315,0.4254825,0.35277811,-1,-1,-1,1,0.27804456950523493,"[0.13, 0.20)","[0.14, 0.19)","[0.20, 0.30)","[0.16, 0.21)","[0.00, 0.07)","[0.63, 0.69)","[0.30, 0.40)","[0.20, 0.30)","[0.18, 0.30)"
2009,0.166981,0.22969364,0.22803196,0.17389136,0.06308667,0.6863354,0.3255814,0.14102564,0.27129374,0.37395244,0.35382083,0.36274921,0.32213796,0.39471178,0.35906405,0.31872704,0.25209567,0.25874048,0.21619888,0.29521314,0.33864497,0.32246175,0.33594068,0.19753476,0.38361157,0.5301186,0.41579192,0.3549726,-1,-1,-1,1,0.2936268172285701,"[0.13, 0.20)","[0.19, 0.24)","[0.20, 0.30)","[0.16, 0.21)","[0.00, 0.07)","[0.63, 0.69)","[0.30, 0.40)","[0.10, 0.20)","[0.18, 0.30)"
2016,0.21402861,0.27257479,0.39336857,0.16619262,0.04667617,0.69254658,0.24418605,0.14102564,0.29632539,0.37395575,0.38930744,0.39437713,0.34687933,0.39629077,0.373032,0.31369591,0.29505851,0.28200831,0.21891562,0.29282732,0.33992403,0.31470593,0.33463643,0.19519418,0.3792542,0.50244353,0.43322095,0.33453323,-1,-1,-1,1,0.4295782625461607,"[0.20, 0.27)","[0.24, 0.28)","[0.30, 0.40)","[0.16, 0.21)","[0.00, 0.07)","[0.63, 0.69)","[0.20, 0.30)","[0.10, 0.20)","[0.42, 0.55)"
2023,0.23709265,0.28700567,0.4308734,0.18784989,0.04728728,0.7173913,0.15116279,0.06410256,0.30588067,0.39518452,0.3993459,0.39791896,0.34514779,0.40813182,0.38162929,0.32809613,0.30683387,0.29746591,0.22145791,0.30358187,0.33701537,0.33049266,0.34476341,0.19448604,0.38619963,0.48573391,0.45849638,0.37549749,-1,-1,-1,1,0.4724146005897473,"[0.20, 0.27)","[0.28, 0.33)","[0.40, 0.50)","[0.16, 0.21)","[0.00, 0.07)","[0.69, 0.75)","[0.10, 0.20)","[0.00, 0.10)","[0.42, 0.55)"
2030,0.20001782,0.28306583,0.41907514,0.14713936,0.02057272,0.71428571,0.12790698,0.07692308,0.28292592,0.37505424,0.37733971,0.37575356,0.32831049,0.3917623,0.35711246,0.29846859,0.29859723,0.30240392,0.21825171,0.29451984,0.33589413,0.308293,0.33476459,0.18650179,0.37037456,0.51085435,0.43182744,0.35766024,-1,-1,-1,1,0.44463153400925987,"[0.13, 0.20)","[0.24, 0.28)","[0.40, 0.50)","[0.11, 0.16)","[0.00, 0.07)","[0.69, 0.75)","[0.10, 0.20)","[0.00, 0.10)","[0.42, 0.55)"
2037,0.20458627,0.22143043,0.46100142,0.1301096,0.0314759,0.70496894,0.10465116,0.06410256,0.29791256,0.37452022,0.39233898,0.39343282,0.34034356,0.39370004,0.37820524,0.29035291,0.292675,0.30830222,0.21275714,0.29988961,0.3349614,0.30595231,0.33625877,0.1758125,0.356657,0.52688923,0.41914616,0.35012499,-1,-1,-1,1,0.4800432788145111,"[0.20, 0.27)","[0.19, 0.24)","[0.40, 0.50)","[0.11, 0.16)","[0.00, 0.07)","[0.69, 0.75)","[0.10, 0.20)","[0.00, 0.10)","[0.42, 0.55)"
2044,0.12458062,0.16770412,0.29218773,0.0887447,0.0344296,0.70186335,0.09302326,0.05128205,0.33295155,0.39755867,0.42897029,0.43931646,0.37544491,0.41880113,0.41777858,0.30992752,0.2632487,0.28231682,0.22306679,0.30268723,0.36096486,0.29714965,0.3445802,0.17646822,0.36112562,0.52033994,0.40248021,0.31892944,-1,-1,-1,1,0.30730227577550234,"[0.07, 0.13)","[0.14, 0.19)","[0.20, 0.30)","[0.05, 0.11)","[0.00, 0.07)","[0.69, 0.75)","[0.00, 0.10)","[0.00, 0.10)","[0.30, 0.42)"
2051,0.11402593,0.1035981,0.28144955,0.07653533,0.03046781,0.70807453,0.06976744,0.02564103,0.37066186,0.44586618,0.47424109,0.49057723,0.4126462,0.46346333,0.45996835,0.36034102,0.24394927,0.27014097,0.23819656,0.3120744,0.37944233,0.30839777,0.3596418,0.18678298,0.37161365,0.49014307,0.45606141,0.33585421,-1,-1,-1,1,0.2932572136872467,"[0.07, 0.13)","[0.09, 0.14)","[0.20, 0.30)","[0.05, 0.11)","[0.00, 0.07)","[0.69, 0.75)","[0.00, 0.10)","[0.00, 0.10)","[0.18, 0.30)"
2058,0.04667089,0.05623729,0.12141748,0.05934983,0.03055652,0.70186335,0.06976744,0.01282051,0.39082114,0.44766934,0.48817891,0.50119822,0.42043935,0.46490157,0.46967564,0.36150602,0.24723201,0.2717506,0.25148157,0.32086987,0.38957889,0.32662948,0.37448403,0.19577152,0.35759945,0.4838131,0.48002827,0.32177017,-1,-1,-1,1,0.13855795785551148,"[0.00, 0.07)","[0.05, 0.09)","[0.10, 0.20)","[0.05, 0.11)","[0.00, 0.07)","[0.69, 0.75)","[0.00, 0.10)","[0.00, 0.10)","[0.05, 0.18)"
2065,0.02892574,0.0300447,0.11480628,0.0348893,0.03421193,0.69565217,0.05813953,0.0,0.40025206,0.4432896,0.47428616,0.48920211,0.41676093,0.4629787,0.48073683,0.37113061,0.22552656,0.26444989,0.26465165,0.33099324,0.40925824,0.34333414,0.3921601,0.20205673,0.37383595,0.48696796,0.47483716,0.34329845,-1,-1,-1,1,0.124772598499243,"[0.00, 0.07)","[0.00, 0.05)","[0.10, 0.20)","[0.00, 0.05)","[0.00, 0.07)","[0.69, 0.75)","[0.00, 0.10)","[0.00, 0.10)","[0.05, 0.18)"
2072,0.08598995,0.07103367,0.14602501,0.10025077,0.03247558,0.68944099,0.06976744,0.01282051,0.42508428,0.44582779,0.48778707,0.50992378,0.43743959,0.46319977,0.50387756,0.3884502,0.21240098,0.24539672,0.26467965,0.32931004,0.43195281,0.32944342,0.39458308,0.19276869,0.42760551,0.46421324,0.44651191,0.30299355,-1,-1,-1,1,0.1800782711140614,"[0.07, 0.13)","[0.05, 0.09)","[0.10, 0.20)","[0.05, 0.11)","[0.00, 0.07)","[0.63, 0.69)","[0.00, 0.10)","[0.00, 0.10)","[0.18, 0.30)"
2079,0.08054419,0.10802172,0.1000461,0.11645,0.0273554,0.66459627,0.11627907,0.05128205,0.4678865,0.4581184,0.51382525,0.536564,0.46969166,0.47399418,0.54112968,0.41234079,0.22232505,0.24971893,0.28553526,0.36610013,0.44333438,0.39325918,0.43738496,0.20725821,0.4392102,0.45187299,0.4796819,0.33614434,-1,-1,-1,1,0.15594275402970795,"[0.07, 0.13)","[0.09, 0.14)","[0.10, 0.20)","[0.11, 0.16)","[0.00, 0.07)","[0.63, 0.69)","[0.10, 0.20)","[0.00, 0.10)","[0.05, 0.18)"
2086,0.08348789,0.11221314,0.09356904,0.12200217,0.0258572,0.65217391,0.1627907,0.05128205,0.47326125,0.47700008,0.51840485,0.54035323,0.47393516,0.48678938,0.54745324,0.42989375,0.22934603,0.25089205,0.30244693,0.37610803,0.45121041,0.41719492,0.45441549,0.2214877,0.45891739,0.42991863,0.4976658,0.34455062,-1,-1,-1,1,0.15591115907166653,"[0.07, 0.13)","[0.09, 0.14)","[0.00, 0.10)","[0.11, 0.16)","[0.00, 0.07)","[0.63, 0.69)","[0.10, 0.20)","[0.00, 0.10)","[0.05, 0.18)"
2093,0.14379091,0.17563243,0.07486779,0.13584383,0.15847164,0.6552795,0.19767442,0.06410256,0.50358045,0.5087207,0.54943209,0.56802235,0.50152702,0.5114758,0.57325084,0.46934784,0.26723031,0.28785338,0.29511185,0.37662689,0.44535542,0.42287488,0.45221085,0.22244135,0.49099469,0.40331224,0.49917795,0.34072988,-1,-1,-1,1,0.2217475880654457,"[0.13, 0.20)","[0.14, 0.19)","[0.00, 0.10)","[0.11, 0.16)","[0.15, 0.22)","[0.63, 0.69)","[0.10, 0.20)","[0.00, 0.10)","[0.18, 0.30)"
2100,0.2573772,0.2387006,0.07514768,0.25821846,0.25901339,0.6552795,0.18604651,0.11538462,0.47867679,0.48343571,0.51667159,0.53195679,0.48355584,0.49308224,0.54374736,0.44698888,0.2940092,0.31770561,0.31200085,0.38191123,0.46308299,0.43546318,0.47022558,0.22012035,0.46990638,0.437008,0.43710911,0.29718004,-1,-1,-1,1,0.37337900730149,"[0.20, 0.27)","[0.24, 0.28)","[0.00, 0.10)","[0.21, 0.26)","[0.22, 0.30)","[0.63, 0.69)","[0.10, 0.20)","[0.10, 0.20)","[0.30, 0.42)"
2107,0.35369765,0.20061254,0.06609092,0.35875919,0.36725002,0.64596273,0.22093023,0.15384615,0.46283215,0.49135235,0.50491951,0.5262126,0.47978353,0.50476486,0.54232843,0.47815994,0.28474494,0.3096795,0.31198276,0.38062565,0.4760568,0.43087887,0.47313692,0.21306179,0.48656716,0.44843046,0.37129574,0.25760972,-1,-1,-1,1,0.5176376563832107,"[0.33, 0.40)","[0.19, 0.24)","[0.00, 0.10)","[0.32, 0.37)","[0.30, 0.37)","[0.63, 0.69)","[0.20, 0.30)","[0.10, 0.20)","[0.42, 0.55)"
2114,0.36427025,0.18558211,0.05678342,0.33364862,0.48776674,0.6242236,0.25581395,0.12820513,0.4815638,0.51487514,0.50928544,0.52660515,0.49044311,0.5227086,0.54624325,0.50089278,0.29932399,0.32598015,0.3277655,0.4066896,0.49143189,0.47310108,0.50564632,0.22133699,0.46165638,0.46232088,0.37658495,0.24546732,-1,-1,-1,1,0.5936852289429377,"[0.33, 0.40)","[0.14, 0.19)","[0.00, 0.10)","[0.32, 0.37)","[0.45, 0.52)","[0.57, 0.63)","[0.20, 0.30)","[0.10, 0.20)","[0.55, 0.67)"
2121,0.41583225,0.18615347,0.19081624,0.3498271,0.49206392,0.6242236,0.25581395,0.12820513,0.4571389,0.52513082,0.52021646,0.53480827,0.46420876,0.5307864,0.55502405,0.51020172,0.31033327,0.34562383,0.32727346,0.4216152,0.479697,0.50149366,0.51768393,0.22407798,0.46235963,0.48143713,0.37945745,0.2549438,-1,-1,-1,1,0.6331798628414473,"[0.40, 0.47)","[0.14, 0.19)","[0.10, 0.20)","[0.32, 0.37)","[0.45, 0.52)","[0.57, 0.63)","[0.20, 0.30)","[0.10, 0.20)","[0.55, 0.67)"
2128,0.41800904,0.18143718,0.18956193,0.35271055,0.49133449,0.65838509,0.26744186,0.12820513,0.43633193,0.50140989,0.50060204,0.51552068,0.44888013,0.51393002,0.53262529,0.48440446,0.2894364,0.32499946,0.32461574,0.41140317,0.46991069,0.49350527,0.5073978,0.22750907,0.43874434,0.49040626,0.36503915,0.23593299,-1,-1,-1,1,0.6338359712498081,"[0.40, 0.47)","[0.14, 0.19)","[0.10, 0.20)","[0.32, 0.37)","[0.45, 0.52)","[0.63, 0.69)","[0.20, 0.30)","[0.10, 0.20)","[0.55, 0.67)"
2135,0.36709781,0.12603137,0.21187084,0.35259042,0.357372,0.64906832,0.3255814,0.11538462,0.41194476,0.46264526,0.4807471,0.49644442,0.43263897,0.49085434,0.50801601,0.4567214,0.26967439,0.30595053,0.31356503,0.4040329,0.45118429,0.49071393,0.49510814,0.22723489,0.41448062,0.50870817,0.34749499,0.22613811,-1,-1,-1,1,0.5449073347846237,"[0.33, 0.40)","[0.09, 0.14)","[0.20, 0.30)","[0.32, 0.37)","[0.30, 0.37)","[0.63, 0.69)","[0.30, 0.40)","[0.10, 0.20)","[0.42, 0.55)"
2142,0.26967029,0.12236064,0.22528004,0.24818879,0.25375723,0.5931677,0.45348837,0.08974359,0.36057326,0.39096246,0.42302007,0.43907773,0.39267339,0.43238741,0.45059952,0.4025645,0.22834348,0.26200777,0.3104896,0.41019289,0.42891016,0.51064185,0.49742884,0.2274956,0.36044741,0.53555845,0.35464455,0.22681962,-1,-1,-1,1,0.4204063554245328,"[0.27, 0.33)","[0.09, 0.14)","[0.20, 0.30)","[0.21, 0.26)","[0.22, 0.30)","[0.57, 0.63)","[0.40, 0.50)","[0.00, 0.10)","[0.30, 0.42)"
2149,0.1617978,0.11039332,0.21684701,0.1382644,0.13685121,0.59006211,0.60465116,0.15384615,0.37563233,0.41319653,0.44971014,0.46846398,0.40168872,0.44843971,0.47887239,0.41352716,0.23118795,0.26316122,0.2931716,0.3961379,0.42691217,0.48153392,0.47518427,0.22737108,0.38344338,0.52729171,0.36629048,0.26527727,-1,-1,-1,1,0.2913209977529327,"[0.13, 0.20)","[0.09, 0.14)","[0.20, 0.30)","[0.11, 0.16)","[0.07, 0.15)","[0.57, 0.63)","[0.60, 0.70)","[0.10, 0.20)","[0.18, 0.30)"
2156,0.08859647,0.10242086,0.20164931,0.08559792,0.01653166,0.60559006,0.56976744,0.34615385,0.38109051,0.4122106,0.45001456,0.46863425,0.40382287,0.44578712,0.48095328,0.39815069,0.23691566,0.27252421,0.29094736,0.39642769,0.42254208,0.47802991,0.47176122,0.23025208,0.38193456,0.53599504,0.40238672,0.32440341,-1,-1,-1,1,0.21968783287692129,"[0.07, 0.13)","[0.09, 0.14)","[0.20, 0.30)","[0.05, 0.11)","[0.00, 0.07)","[0.57, 0.63)","[0.50, 0.60)","[0.30, 0.40)","[0.18, 0.30)"
2163,0.03046697,0.04484318,0.06793208,0.06166374,0.00595446,0.63043478,0.53488372,0.33333333,0.36114826,0.37488744,0.41468,0.43146248,0.38584744,0.41153657,0.44574616,0.36547987,0.23077659,0.26344876,0.27545854,0.37816484,0.40249952,0.45203503,0.44643949,0.22497959,0.38072751,0.5515352,0.41356099,0.35935187,-1,-1,-1,1,0.09193823969277201,"[0.00, 0.07)","[0.00, 0.05)","[0.00, 0.10)","[0.05, 0.11)","[0.00, 0.07)","[0.57, 0.63)","[0.50, 0.60)","[0.30, 0.40)","[0.05, 0.18)"
2170,0.02814777,0.03708591,0.09379421,0.0465895,0.00189795,0.63043478,0.5,0.30769231,0.35503117,0.33676589,0.39424607,0.41225856,0.38773679,0.38964015,0.42188573,0.32272528,0.21162817,0.24626712,0.28035355,0.35699483,0.40093909,0.43428452,0.43386246,0.22420468,0.33232638,0.57295604,0.41846558,0.36494185,-1,-1,-1,1,0.10474510754195922,"[0.00, 0.07)","[0.00, 0.05)","[0.00, 0.10)","[0.00, 0.05)","[0.00, 0.07)","[0.57, 0.63)","[0.40, 0.50)","[0.30, 0.40)","[0.05, 0.18)"
2177,0.0286809,0.03682873,0.10476945,0.04196292,0.00664254,0.59627329,0.45348837,0.30769231,0.38849,0.39766166,0.41741487,0.43245935,0.41179881,0.43526957,0.44887073,0.37532327,0.2572754,0.29684969,0.28132718,0.36719051,0.41686904,0.43838785,0.44689576,0.20701093,0.36085894,0.55927167,0.4146842,0.38094388,-1,-1,-1,1,0.11305594918393504,"[0.00, 0.07)","[0.00, 0.05)","[0.10, 0.20)","[0.00, 0.05)","[0.00, 0.07)","[0.57, 0.63)","[0.40, 0.50)","[0.30, 0.40)","[0.05, 0.18)"
2184,0.03498947,0.02794177,0.14293966,0.03474037,0.00624791,0.61801242,0.43023256,0.28205128,0.42349138,0.44058807,0.44162028,0.44966832,0.43315084,0.46154482,0.47248137,0.41204404,0.30029622,0.34410065,0.30228171,0.38180648,0.45461148,0.45482797,0.47768215,0.19571382,0.36717845,0.55195902,0.43363267,0.40635306,-1,-1,-1,1,0.1472334068342528,"[0.00, 0.07)","[0.00, 0.05)","[0.10, 0.20)","[0.00, 0.05)","[0.00, 0.07)","[0.57, 0.63)","[0.40, 0.50)","[0.20, 0.30)","[0.05, 0.18)"
2191,0.03261011,0.06440996,0.13706789,0.03320329,0.01087699,0.67701863,0.24418605,0.19230769,0.42969521,0.4686715,0.46286158,0.46416043,0.43020296,0.49197665,0.49669972,0.4254656,0.33615939,0.37643844,0.32655941,0.38255911,0.48615492,0.45243139,0.49455681,0.1943831,0.35839173,0.55152732,0.46837174,0.45608367,-1,-1,-1,1,0.1414509591601849,"[0.00, 0.07)","[0.05, 0.09)","[0.10, 0.20)","[0.00, 0.05)","[0.00, 0.07)","[0.63, 0.69)","[0.20, 0.30)","[0.10, 0.20)","[0.05, 0.18)"
2198,0.0339737,0.05972716,0.12614827,0.04120824,0.01107035,0.67391304,0.25581395,0.21794872,0.41170905,0.43545341,0.44261512,0.43695433,0.41228719,0.47155934,0.47177237,0.41173123,0.33959661,0.36705136,0.33659615,0.39442172,0.48020864,0.47804336,0.51210245,0.18573058,0.33020188,0.56936148,0.48147791,0.47656249,-1,-1,-1,1,0.13316928218254015,"[0.00, 0.07)","[0.05, 0.09)","[0.10, 0.20)","[0.00, 0.05)","[0.00, 0.07)","[0.63, 0.69)","[0.20, 0.30)","[0.20, 0.30)","[0.05, 0.18)"
2205,0.07823647,0.11241574,0.14172016,0.09289277,0.01355734,0.64285714,0.31395349,0.25641026,0.39090637,0.43128282,0.42229878,0.41585172,0.40515735,0.46957749,0.44500537,0.42065124,0.34539175,0.37221618,0.33201111,0.39320003,0.46752066,0.47837498,0.50855946,0.17865668,0.33891551,0.57200405,0.47012473,0.47678653,-1,-1,-1,1,0.1699925643567215,"[0.07, 0.13)","[0.09, 0.14)","[0.10, 0.20)","[0.05, 0.11)","[0.00, 0.07)","[0.63, 0.69)","[0.30, 0.40)","[0.20, 0.30)","[0.05, 0.18)"
2212,0.08646478,0.14172551,0.13433799,0.11160514,0.02276954,0.60869565,0.31395349,0.28205128,0.38367408,0.44703385,0.4316421,0.42506363,0.40789452,0.4862357,0.44479634,0.43519696,0.35353977,0.38624046,0.33389937,0.3954188,0.46637567,0.48257599,0.51231522,0.17415344,0.34619278,0.56239,0.47800327,0.47636889,-1,-1,-1,1,0.17612738226485766,"[0.07, 0.13)","[0.09, 0.14)","[0.10, 0.20)","[0.11, 0.16)","[0.00, 0.07)","[0.57, 0.63)","[0.30, 0.40)","[0.20, 0.30)","[0.18, 0.30)"
2219,0.08978425,0.12953317,0.10516713,0.12207524,0.03958898,0.61490683,0.37209302,0.32051282,0.38860114,0.46172699,0.4311502,0.42059354,0.41102647,0.48887982,0.43902536,0.44823119,0.37787907,0.40604303,0.32787905,0.40336732,0.46652667,0.48203588,0.51455196,0.16803595,0.38509204,0.52917224,0.48649565,0.47575707,-1,-1,-1,1,0.1659209956302544,"[0.07, 0.13)","[0.09, 0.14)","[0.10, 0.20)","[0.11, 0.16)","[0.00, 0.07)","[0.57, 0.63)","[0.30, 0.40)","[0.30, 0.40)","[0.05, 0.18)"
2226,0.06303206,0.10490787,0.05732387,0.10278358,0.04010368,0.63975155,0.27906977,0.33333333,0.33305999,0.40809409,0.4018906,0.38912072,0.36515777,0.43839432,0.39895305,0.3865845,0.36208249,0.40034675,0.32430116,0.39335043,0.44148627,0.47572251,0.49862393,0.18163855,0.39464853,0.54621634,0.51215341,0.50953144,-1,-1,-1,1,0.12433340475888087,"[0.00, 0.07)","[0.09, 0.14)","[0.00, 0.10)","[0.05, 0.11)","[0.00, 0.07)","[0.63, 0.69)","[0.20, 0.30)","[0.30, 0.40)","[0.05, 0.18)"
2233,0.09528212,0.13016866,0.09650002,0.13602495,0.03867601,0.63043478,0.29069767,0.32051282,0.31834472,0.38857776,0.41693967,0.4099502,0.35972923,0.42325612,0.41020092,0.39088733,0.35896183,0.39822237,0.31111248,0.40089109,0.42467924,0.48036575,0.49332715,0.18542295,0.46516436,0.53080901,0.4951824,0.50276006,-1,-1,-1,1,0.17120418987870303,"[0.07, 0.13)","[0.09, 0.14)","[0.00, 0.10)","[0.11, 0.16)","[0.00, 0.07)","[0.57, 0.63)","[0.20, 0.30)","[0.30, 0.40)","[0.05, 0.18)"
2240,0.09487559,0.10955513,0.10660853,0.13031611,0.04358332,0.58074534,0.39534884,0.3974359,0.28815531,0.36976404,0.36804198,0.36042184,0.32441751,0.39222109,0.36886265,0.35433613,0.34208795,0.39933168,0.28814594,0.40282168,0.39220355,0.48756518,0.47951117,0.18693036,0.50913058,0.53198793,0.46691332,0.47407749,-1,-1,-1,1,0.1739171439982712,"[0.07, 0.13)","[0.09, 0.14)","[0.10, 0.20)","[0.11, 0.16)","[0.00, 0.07)","[0.57, 0.63)","[0.30, 0.40)","[0.30, 0.40)","[0.05, 0.18)"
2247,0.04686984,0.0688183,0.10324775,0.06391511,0.04736838,0.58074534,0.46511628,0.35897436,0.27302178,0.36285595,0.32913792,0.32027573,0.30676224,0.3773584,0.33334123,0.3206696,0.32487999,0.39897633,0.27324372,0.40078518,0.37022454,0.48757952,0.46714096,0.18946699,0.52446372,0.52860658,0.44938661,0.43620487,-1,-1,-1,1,0.1303418681398997,"[0.00, 0.07)","[0.05, 0.09)","[0.10, 0.20)","[0.05, 0.11)","[0.00, 0.07)","[0.57, 0.63)","[0.40, 0.50)","[0.30, 0.40)","[0.05, 0.18)"
