Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.21999700,0.12225175,0.37139066,0.13030340,0.09856008,0.24359505,0.19337200,0.13070000,0.47458351,0.58456106,0.49227070,0.45553953,0.52397708,0.57710708,0.48555749,0.66911321,0.57357280,0.60764782,0.44776280,0.44621056,0.59222068,0.63359186,0.51218676,0.49888293,0.52689555,0.33727479,0.60519004,0.27589489,-1,1,-1,-1
0.24970473,0.15761515,0.48829869,0.10898466,0.07160918,0.24908956,0.10668600,0.09148431,0.46977458,0.58447480,0.48781174,0.46349788,0.53037043,0.59414508,0.49209512,0.66866894,0.56445057,0.60517224,0.43060925,0.45277247,0.57900171,0.63131803,0.49831315,0.50355481,0.56108051,0.31650629,0.58278480,0.28425407,-1,1,-1,-1
0.32415664,0.12886075,0.59361623,0.17099466,0.07703070,0.23626374,0.10000000,0.09803922,0.46457527,0.57187650,0.46843106,0.44602016,0.52390737,0.57875469,0.47206691,0.66533026,0.55961596,0.60258454,0.41746171,0.45653198,0.56186433,0.63582987,0.48755929,0.50348818,0.57839798,0.29587111,0.57621482,0.28203264,-1,1,-1,-1
0.30937934,0.14762865,0.46099482,0.21478557,0.09665187,0.23076923,0.06000000,0.09803922,0.46399994,0.55052881,0.44606329,0.42501804,0.51579536,0.55847631,0.45824673,0.64925989,0.55450203,0.59663729,0.40707043,0.44549728,0.53951596,0.61852859,0.46749763,0.49704254,0.58439714,0.28988583,0.56299624,0.28286083,-1,1,-1,-1
0.29939271,0.14398751,0.42637034,0.23486664,0.12500835,0.23076923,0.06000000,0.09803922,0.44151258,0.50978949,0.42561058,0.41366509,0.49646577,0.51479702,0.43085615,0.58704563,0.54357592,0.57902406,0.40800352,0.43969421,0.54463136,0.60858628,0.46483402,0.49463772,0.55999752,0.29174628,0.54333079,0.25252148,-1,1,-1,-1
0.29054779,0.13472127,0.45588903,0.20490364,0.14136328,0.23626374,0.06000000,0.09803922,0.46981549,0.52419318,0.46975911,0.45794692,0.53015600,0.53130774,0.46352682,0.61543562,0.55529346,0.59216009,0.41114099,0.43439858,0.54809232,0.60391419,0.46020657,0.50380716,0.56461685,0.27581089,0.57039055,0.25650306,-1,1,-1,-1
0.29995721,0.08562835,0.47759244,0.21888652,0.12045377,0.24725275,0.06000000,0.09803922,0.47715797,0.51625606,0.48442196,0.46924549,0.53759863,0.53350889,0.47917450,0.62867197,0.56465707,0.60020621,0.40634312,0.41880375,0.54510555,0.58542174,0.44294731,0.50955011,0.57316188,0.24778215,0.58087068,0.23932607,-1,1,-1,-1
0.24449360,0.07097598,0.34545469,0.22665199,0.11191525,0.25274725,0.06000000,0.09803922,0.47953894,0.48814080,0.47700588,0.46422701,0.54765978,0.52630905,0.47482634,0.61828024,0.56390722,0.58993820,0.41434706,0.42094736,0.55843235,0.58557225,0.45389520,0.50913576,0.57971362,0.22999391,0.59457610,0.23506195,-1,1,-1,-1
0.19055788,0.06190625,0.23967113,0.19377811,0.12409724,0.26373626,0.06000000,0.09803922,0.47052991,0.48666730,0.47192365,0.46187254,0.54133519,0.51303154,0.46172610,0.60690492,0.54619337,0.56577927,0.42039368,0.42463776,0.56353706,0.60630414,0.47064108,0.49959150,0.58419677,0.23275388,0.59764547,0.24006839,-1,1,-1,-1
0.17706806,0.05352170,0.30719993,0.13989749,0.14193411,0.26923077,0.06000000,0.09803922,0.46332314,0.45715593,0.47851820,0.47488649,0.55257025,0.49673850,0.46626705,0.58616566,0.53262392,0.55594821,0.42350884,0.41889797,0.57237142,0.59692808,0.47132895,0.49992383,0.59487486,0.23985843,0.58215978,0.23929841,-1,1,-1,-1
0.18917427,0.05108850,0.26341119,0.18716074,0.12886460,0.27472527,0.04000000,0.07843137,0.44114684,0.41237257,0.44762376,0.44429939,0.52512693,0.46132732,0.44353245,0.54497638,0.51064612,0.53656434,0.43947345,0.42125685,0.59280449,0.59504570,0.48662777,0.50460191,0.59057977,0.25805573,0.55043417,0.22950544,-1,1,-1,-1
0.16087295,0.10218080,0.21694288,0.17327721,0.10885430,0.27472527,0.08000000,0.09803922,0.44280457,0.41933106,0.44529574,0.44225777,0.52396724,0.46623337,0.46199679,0.57768780,0.49131900,0.52671568,0.45156205,0.43416963,0.60595016,0.59694223,0.49572925,0.52660286,0.59285748,0.26239530,0.55757492,0.23612594,-1,1,-1,-1
0.14447360,0.09677058,0.20821626,0.14654185,0.10736312,0.27472527,0.06000000,0.11764706,0.43039737,0.38420515,0.40666471,0.39723039,0.51510107,0.43433411,0.43212196,0.54236223,0.47801075,0.50072258,0.46156856,0.43947506,0.61609325,0.59404318,0.50249984,0.53958353,0.59776919,0.27825330,0.54086867,0.24466318,-1,1,-1,-1
0.13904629,0.06925675,0.19786995,0.14934255,0.08523793,0.25824176,0.10000000,0.13725490,0.42617939,0.34905302,0.38255685,0.36543463,0.51236716,0.39882433,0.42177947,0.51599900,0.48580384,0.50071194,0.47731089,0.44891466,0.63235811,0.59307129,0.50937634,0.56696704,0.58543597,0.30841839,0.52740485,0.25764902,-1,1,-1,-1
0.11825692,0.07646231,0.17637973,0.12697166,0.08205946,0.23626374,0.10000000,0.13725490,0.41107338,0.34614471,0.37796619,0.35762038,0.48977694,0.39586238,0.43231751,0.49109630,0.48331459,0.49039980,0.48170730,0.43814549,0.64995109,0.57974440,0.50276739,0.58591598,0.58372038,0.35363244,0.48971986,0.26058362,-1,1,-1,-1
0.20094535,0.17451524,0.10270239,0.26279993,0.05074225,0.21978022,0.14000000,0.15686275,0.41036234,0.32814464,0.37793544,0.34964861,0.48233510,0.38606622,0.44546323,0.48292705,0.49792172,0.50278189,0.49772427,0.43602326,0.67581669,0.57044094,0.50343791,0.61801818,0.55519993,0.37365442,0.49540202,0.24957396,-1,1,-1,-1
0.21259991,0.17722463,0.09597229,0.27887274,0.04815124,0.24175824,0.28000000,0.21568627,0.42345813,0.35105310,0.37679728,0.33992162,0.48568810,0.40698467,0.45748470,0.49864536,0.51603507,0.50505997,0.51991052,0.44656598,0.70130912,0.58445923,0.51867143,0.64865990,0.53399617,0.39079520,0.51961912,0.26521916,-1,1,-1,-1
0.22450362,0.22801818,0.12481303,0.27139482,0.05753163,0.28571429,0.32000000,0.23529412,0.42973659,0.37298935,0.39486038,0.35611430,0.50439802,0.42234580,0.47035856,0.51886057,0.51896592,0.50471467,0.52767176,0.44612592,0.71076538,0.58390684,0.51625160,0.67041181,0.51808544,0.42244971,0.53675716,0.28535357,-1,1,-1,-1
0.25468199,0.25270056,0.15938000,0.30603489,0.05838079,0.37362637,0.44000000,0.23529412,0.42347195,0.36413004,0.38945703,0.34185914,0.51344470,0.41537171,0.45485805,0.51103861,0.53831276,0.51294895,0.55014914,0.44047446,0.71578185,0.57662900,0.51003579,0.69912542,0.52210136,0.45638776,0.51927052,0.30786144,-1,1,-1,-1
