Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.40750359,0.38495029,0.35299652,0.28342268,0.39536851,0.55927052,0.24528302,0.17777778,0.40267092,0.29128319,0.50683308,0.47773193,0.43273752,0.35228732,0.30651986,0.56605774,0.62757581,0.47930776,0.71912416,0.38699533,0.54805393,0.33310650,0.65341352,0.36973466,0.40423069,0.77420701,0.26548510,0.38016470,-1,-1,-1,1
0.47593388,0.45050111,0.57528423,0.29671905,0.33702283,0.55623100,0.30188679,0.22222222,0.48797828,0.31003726,0.55951842,0.52020395,0.49479579,0.38463955,0.36163534,0.58367689,0.64984478,0.50676707,0.75248155,0.39219074,0.57884119,0.32770454,0.67095205,0.37387905,0.41771470,0.78970338,0.26936461,0.39977580,-1,-1,-1,1
0.46692560,0.50189451,0.60781711,0.31091604,0.26249210,0.56534954,0.35849057,0.22222222,0.53842144,0.30414992,0.57624775,0.53015918,0.52043701,0.37603699,0.39964250,0.59250990,0.65049626,0.51785996,0.76344960,0.37750444,0.58422664,0.31341328,0.65990655,0.37879378,0.43299296,0.75920404,0.25847845,0.36291678,-1,-1,-1,1
0.44172918,0.46278800,0.67427504,0.26007044,0.20834766,0.57142857,0.32075472,0.26666667,0.56624343,0.30171593,0.59023008,0.54096433,0.54112689,0.38174826,0.43179326,0.58724804,0.65085206,0.52273502,0.74818717,0.34126884,0.57425014,0.28029706,0.61648861,0.38109268,0.45057190,0.71384507,0.25642688,0.33714555,-1,-1,-1,1
0.39995695,0.34671444,0.88053275,0.17211050,0.04459159,0.58662614,0.22641509,0.20000000,0.58318074,0.30186930,0.59022648,0.55416063,0.55849867,0.39406861,0.45371754,0.59083854,0.63780699,0.51076576,0.74171324,0.32515322,0.56189278,0.27094717,0.59706482,0.38452689,0.45635874,0.70318816,0.26393745,0.34418126,-1,-1,-1,1
0.46879601,0.32398117,1.00000000,0.22582642,0.03935931,0.59574468,0.33962264,0.35555556,0.59020529,0.29410357,0.58997139,0.55956797,0.57784882,0.39328860,0.45957124,0.57487238,0.63000578,0.50472076,0.73239830,0.29251639,0.55016506,0.24087336,0.55194063,0.39681125,0.44350484,0.71739787,0.27509775,0.33556455,-1,-1,-1,1
0.45101832,0.30264135,0.94246234,0.24534089,0.03486634,0.59574468,0.39622642,0.35555556,0.58319193,0.28340281,0.57126789,0.54927686,0.57809093,0.38644835,0.44347167,0.56809996,0.62192120,0.50555477,0.73939910,0.30819060,0.55491419,0.24718731,0.56047390,0.40448905,0.43486368,0.72752343,0.28641501,0.33416390,-1,-1,-1,1
0.36185527,0.20125677,0.76218159,0.19586986,0.04710620,0.59270517,0.32075472,0.42222222,0.54897741,0.28099417,0.53718082,0.54283081,0.57367803,0.37587438,0.42008691,0.55114381,0.57172613,0.46026096,0.77071156,0.30914296,0.59541503,0.24074230,0.57642708,0.41222398,0.45205925,0.68719277,0.28711252,0.33323867,-1,-1,-1,1
0.40594936,0.21762561,0.77270226,0.22739586,0.13913447,0.58358663,0.26415094,0.37777778,0.43599548,0.22908871,0.45978542,0.48610836,0.49993047,0.31359935,0.34762355,0.48484970,0.51502893,0.41376237,0.75663257,0.29263880,0.59905491,0.22822935,0.56140939,0.40692617,0.45815903,0.66895291,0.29181113,0.31597403,-1,-1,-1,1
0.40621818,0.17247868,0.75745418,0.23569795,0.15204597,0.57142857,0.32075472,0.40000000,0.40526454,0.23822698,0.43540384,0.48673087,0.50961943,0.33197203,0.32359823,0.45652972,0.48129204,0.38636679,0.75244166,0.30067571,0.60276109,0.23543175,0.57471226,0.39310893,0.46342960,0.67303506,0.29231672,0.32816850,-1,-1,-1,1
