time,Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M,Distancia,Intervalo_Veloc,Intervalo_Acele,Intervalo_Des_x,Intervalo_Des_y,Intervalo_Des_z,Intervalo_Presn,Intervalo_VelPr,Intervalo_AcePr,Intervalo_Distancia
70,0.04844342,0.04377062,0.02907787,0.08097092,0.08632836,0.38916256,0.09677419,0.04545455,0.44202814,0.37085512,0.40310131,0.40848935,0.46648321,0.52985832,0.45604963,0.5700381,0.64652889,0.66102177,0.54332657,0.52246924,0.43967471,0.59218303,0.60489193,0.47661931,0.47708493,0.47709124,0.40571349,0.41612529,-1,1,-1,-1,0.12187862056026438,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
77,0.05437348,0.04762426,0.02812243,0.0973291,0.10116024,0.39408867,0.09677419,0.09090909,0.44706123,0.36201413,0.39139601,0.39256504,0.46889876,0.52329753,0.4393358,0.54723106,0.65320077,0.66351365,0.54842287,0.53916153,0.43527548,0.59727727,0.61070233,0.48187772,0.444623,0.48180618,0.37130263,0.39155352,-1,1,-1,-1,0.14316849839532614,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.09, 0.18)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
84,0.05003528,0.04831302,0.0250275,0.09021759,0.09641132,0.39901478,0.09677419,0.09090909,0.42837074,0.35684114,0.363917,0.36121368,0.43246527,0.49827094,0.39347872,0.51583342,0.64809182,0.65574891,0.52839082,0.52476671,0.4090002,0.57765839,0.59075566,0.47756428,0.4608465,0.4788075,0.29708703,0.3649256,-1,1,-1,-1,0.134390222582599,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.09, 0.18)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
91,0.05569335,0.03567405,0.03239858,0.09858818,0.09803135,0.39901478,0.12903226,0.09090909,0.42476661,0.38149998,0.36287487,0.35908205,0.4146404,0.5092651,0.3866471,0.49930632,0.64797677,0.6567377,0.52278403,0.52425922,0.41578843,0.57180367,0.593314,0.46122544,0.45919529,0.48195623,0.25964855,0.34973379,-1,1,-1,-1,0.14275658585351256,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.09, 0.18)","[0.00, 0.10)","[0.37, 0.45)","[0.10, 0.20)","[0.00, 0.10)","[0.02, 0.15)"
98,0.04655635,0.02818479,0.0344637,0.04855603,0.09199726,0.40394089,0.12903226,0.09090909,0.40920291,0.36881862,0.34856524,0.3456723,0.38510611,0.4767783,0.36556214,0.46622851,0.65092966,0.65479752,0.53293834,0.52097995,0.4046079,0.5622087,0.58794086,0.46749803,0.44252773,0.50023281,0.19803321,0.31992196,-1,1,-1,-1,0.10958526595559506,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.10, 0.20)","[0.00, 0.10)","[0.02, 0.15)"
105,0.04172961,0.02884004,0.02648287,0.04829435,0.0840893,0.39901478,0.12903226,0.09090909,0.40261157,0.35971925,0.33012783,0.31681653,0.3538762,0.45332604,0.33344284,0.45331215,0.6710234,0.67482214,0.52065636,0.51211487,0.38133006,0.55369699,0.56891549,0.48639844,0.39432397,0.52275074,0.18531758,0.31398617,-1,1,-1,-1,0.10052212204211271,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.10, 0.20)","[0.00, 0.10)","[0.02, 0.15)"
112,0.05655788,0.02700176,0.03706679,0.06067276,0.10981977,0.39901478,0.09677419,0.09090909,0.3827511,0.36916285,0.32424139,0.30613612,0.32203739,0.42981869,0.30765856,0.42640445,0.68592959,0.69578065,0.52231245,0.52124547,0.373795,0.56220554,0.57280997,0.48990757,0.40453104,0.55117689,0.16044197,0.33577897,-1,1,-1,-1,0.13082626880628598,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
119,0.05061755,0.03148955,0.03226299,0.05586783,0.09446066,0.39408867,0.09677419,0.09090909,0.38912239,0.40451268,0.34871573,0.31966285,0.31466152,0.4460389,0.32424276,0.43917082,0.71878157,0.73521027,0.53437742,0.51395646,0.39686588,0.55639787,0.57568276,0.49121871,0.41442401,0.56185689,0.17855647,0.34336272,-1,1,-1,-1,0.11438938429891386,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
126,0.04950837,0.02669764,0.03220244,0.0564948,0.0886685,0.39408867,0.12903226,0.09090909,0.37965027,0.42539865,0.35502732,0.32257137,0.30891426,0.44340954,0.32093218,0.44412128,0.73411502,0.75418042,0.52950434,0.50691766,0.40233225,0.55571549,0.57665489,0.48073566,0.42176536,0.57289265,0.18994336,0.3454212,-1,1,-1,-1,0.1099580031704996,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.10, 0.20)","[0.00, 0.10)","[0.02, 0.15)"
133,0.04406031,0.02236504,0.02764233,0.03229952,0.09987392,0.39408867,0.09677419,0.13636364,0.3758104,0.42889487,0.36180285,0.32158661,0.30344562,0.44015346,0.32694779,0.42799591,0.75088439,0.77370887,0.51191737,0.50441645,0.39138698,0.56100833,0.57915293,0.45673707,0.4085377,0.56777458,0.21213158,0.32889064,-1,1,-1,-1,0.10854564614126953,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.02, 0.15)"
140,0.03027326,0.01337724,0.01902731,0.04305034,0.05950705,0.39408867,0.09677419,0.18181818,0.37476882,0.41755492,0.33437923,0.2929141,0.30803355,0.43812603,0.30595649,0.43115284,0.75787137,0.78946441,0.47806055,0.48250499,0.35705006,0.54579062,0.54638808,0.47359125,0.4304721,0.57963912,0.23359401,0.3689512,-1,1,-1,-1,0.07587133384654707,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.02, 0.15)"
147,0.02987829,0.00774674,0.01824372,0.02454493,0.06998079,0.39408867,0.09677419,0.13636364,0.34838053,0.40612598,0.29964099,0.2553914,0.28302414,0.41493633,0.26546145,0.40272385,0.75032964,0.78940218,0.44250865,0.4818257,0.31462492,0.54272825,0.53088496,0.41797205,0.42652094,0.58015798,0.25017329,0.3803943,-1,1,-1,-1,0.07637144674004415,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.02, 0.15)"
154,0.02199676,0.0,0.01382566,0.02127622,0.04933574,0.39408867,0.12903226,0.13636364,0.33959344,0.40217945,0.28853039,0.25444821,0.28592998,0.40722552,0.26101417,0.4002953,0.73042489,0.77478223,0.44225037,0.45634634,0.32191391,0.52750273,0.52051915,0.409492,0.46793088,0.59340054,0.22177771,0.37475236,-1,1,-1,-1,0.0554782989399603,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.10, 0.20)","[0.10, 0.20)","[0.02, 0.15)"
161,0.01972188,0.00368012,0.01251939,0.00852689,0.05646474,0.39408867,0.12903226,0.13636364,0.3440553,0.3795411,0.28008643,0.25369076,0.30222862,0.40053025,0.26697244,0.40951906,0.7028778,0.74307792,0.43088989,0.41445472,0.31719093,0.49157918,0.48780759,0.41718701,0.43018418,0.59975929,0.23858176,0.36773334,-1,1,-1,-1,0.05846118235471979,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.10, 0.20)","[0.10, 0.20)","[0.02, 0.15)"
168,0.03634219,0.01734524,0.02019242,0.03501974,0.0829983,0.39408867,0.09677419,0.09090909,0.34148744,0.35494209,0.26745795,0.24974745,0.3006252,0.36988559,0.24924644,0.3944188,0.68066098,0.72076699,0.4289531,0.41766409,0.32172316,0.49193877,0.48695361,0.42254289,0.43198737,0.61871828,0.20809168,0.36855668,-1,1,-1,-1,0.09231919528469688,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
175,0.0380448,0.02690393,0.02191771,0.03710123,0.0853479,0.38916256,0.09677419,0.04545455,0.36495944,0.34706865,0.27797938,0.26803428,0.30595824,0.36305251,0.27600575,0.40118544,0.67206006,0.70941814,0.44165484,0.42025819,0.3436067,0.48869012,0.49022521,0.4311023,0.44329295,0.62795711,0.1896477,0.3823043,-1,1,-1,-1,0.09560936833578078,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
182,0.03717877,0.02899549,0.02076293,0.03246871,0.0941165,0.38423645,0.06451613,0.04545455,0.38601944,0.34792519,0.29468024,0.29747748,0.32771537,0.35919564,0.30795802,0.42689284,0.6649285,0.69724126,0.46292865,0.43729285,0.36740764,0.49119194,0.49933071,0.45057565,0.44331083,0.652032,0.1743119,0.39292353,-1,1,-1,-1,0.10170168122257862,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
189,0.05926998,0.04754943,0.03327155,0.09325748,0.10489869,0.38423645,0.03225806,0.04545455,0.40287751,0.33663557,0.33129263,0.33726862,0.34325764,0.33153271,0.33957967,0.42542594,0.6718402,0.69610685,0.50280379,0.46425326,0.40836123,0.50028925,0.52648906,0.45580388,0.42389368,0.66255713,0.15712818,0.37391174,-1,1,-1,-1,0.14424870460100847,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.09, 0.18)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
196,0.06845236,0.05354513,0.0393103,0.10464188,0.12078325,0.38916256,0.06451613,0.09090909,0.43602118,0.34051344,0.37398002,0.38185269,0.38327899,0.34670445,0.38260747,0.4604645,0.68078453,0.70026293,0.52994625,0.44949062,0.44932503,0.48533465,0.52674123,0.51322595,0.42461361,0.66098912,0.16664055,0.3806078,-1,1,-1,-1,0.1645716142491982,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.09, 0.18)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.15, 0.28)"
203,0.08215008,0.03862804,0.05163675,0.12193188,0.13905116,0.39408867,0.09677419,0.13636364,0.43887761,0.32250868,0.38247314,0.38777083,0.38810778,0.33925825,0.3951275,0.44287707,0.67735781,0.69326506,0.5143283,0.45671316,0.43237336,0.48663582,0.52387046,0.50885103,0.41211147,0.62776055,0.20450891,0.38252043,-1,1,-1,-1,0.19201292250325888,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.09, 0.18)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.15, 0.28)"
210,0.06693817,0.03607806,0.04437287,0.10051434,0.10674045,0.39901478,0.09677419,0.18181818,0.45071896,0.31786577,0.40098148,0.39926449,0.39808174,0.34032553,0.40870848,0.42934735,0.70200922,0.71274102,0.51238325,0.47032213,0.42623861,0.50170223,0.53021331,0.51270092,0.44745757,0.62164583,0.23555073,0.40859681,-1,1,-1,-1,0.15318488112041279,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.09, 0.18)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.15, 0.28)"
217,0.06088726,0.03631876,0.04339655,0.09590986,0.08786264,0.40394089,0.09677419,0.18181818,0.46322037,0.30652352,0.40209707,0.40311532,0.42291304,0.33712295,0.42269751,0.41893322,0.69528885,0.70659153,0.51553047,0.46565652,0.43024458,0.5056629,0.53027104,0.51511009,0.46411755,0.60239847,0.27840463,0.43083911,-1,1,-1,-1,0.13711967511955278,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.09, 0.18)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.02, 0.15)"
224,0.07466032,0.03013838,0.04965967,0.12369288,0.10448965,0.408867,0.09677419,0.18181818,0.46473079,0.30070089,0.40598431,0.40324685,0.44409193,0.34872953,0.41970861,0.41371363,0.69137826,0.70231842,0.51737099,0.47038094,0.43437684,0.52231151,0.54414283,0.49623148,0.46043918,0.58542182,0.32680351,0.44276207,-1,1,-1,-1,0.16936380470550902,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.09, 0.18)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.15, 0.28)"
231,0.0556257,0.02739203,0.04548961,0.0689723,0.09215426,0.4137931,0.09677419,0.09090909,0.45427798,0.28228082,0.39159547,0.38527568,0.44812492,0.3521009,0.40349701,0.40673767,0.68189103,0.69438052,0.51447909,0.45091713,0.43126427,0.5110127,0.53231446,0.49667722,0.43610771,0.57160634,0.37610467,0.4582074,-1,1,-1,-1,0.12376950521590406,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
238,0.04011051,0.03417886,0.03297296,0.05147492,0.07187374,0.41871921,0.03225806,0.04545455,0.43976128,0.27779714,0.3784677,0.36850818,0.44414033,0.36241107,0.39049246,0.40188371,0.6720932,0.68673628,0.50849065,0.43616652,0.4332797,0.5081283,0.5277299,0.49056716,0.43019497,0.55224792,0.41559777,0.46547942,-1,1,-1,-1,0.09435421549541706,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
245,0.03472816,0.03417974,0.02445802,0.03509949,0.07305376,0.408867,0.03225806,0.04545455,0.45011826,0.28220888,0.38592049,0.37614424,0.46966682,0.3863839,0.40441924,0.4036596,0.67626194,0.68636821,0.51730202,0.43397289,0.44879152,0.50803268,0.52738887,0.50177332,0.45660782,0.54632662,0.4629463,0.50759971,-1,1,-1,-1,0.08465825884530168,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
252,0.03663291,0.03311837,0.02673095,0.01915542,0.09271672,0.40394089,0.03225806,0.09090909,0.4588258,0.29330055,0.39674417,0.39457969,0.48766961,0.39679191,0.41846982,0.40506003,0.67334823,0.68211971,0.54136863,0.43464246,0.4868577,0.50823299,0.53976296,0.50362201,0.47306224,0.56736636,0.47959514,0.54510434,-1,1,-1,-1,0.09837613516924366,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
259,0.04643927,0.02340658,0.02282879,0.04810551,0.10681593,0.39901478,0.03225806,0.09090909,0.4705139,0.31954691,0.4093135,0.41358622,0.49676446,0.41596357,0.43326253,0.42511244,0.66637449,0.68648863,0.56619277,0.46175477,0.53539036,0.53672585,0.584321,0.46227192,0.50600743,0.561467,0.45735799,0.53678517,-1,1,-1,-1,0.11935215392689442,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
266,0.04370381,0.01927477,0.02343869,0.03830874,0.10453073,0.39408867,0.03225806,0.09090909,0.44512633,0.31046246,0.39998743,0.39886418,0.47234184,0.40064907,0.39901713,0.41911023,0.65866854,0.6839786,0.53516854,0.4437315,0.50815177,0.51282309,0.56000024,0.45143914,0.5111301,0.55169299,0.43763185,0.50579242,-1,1,-1,-1,0.11376996643946329,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
273,0.03619663,0.02311488,0.01792692,0.03832856,0.08627195,0.38916256,0.03225806,0.09090909,0.41927985,0.31089115,0.39198622,0.39400418,0.44277823,0.39052357,0.39112478,0.3993877,0.65004687,0.68683456,0.51854417,0.42760289,0.48826788,0.49266755,0.53521604,0.46668697,0.51797527,0.55716524,0.43222667,0.50356444,-1,1,-1,-1,0.09609007404077957,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
280,0.04327884,0.01986831,0.01700685,0.04010777,0.10708754,0.38916256,0.06451613,0.09090909,0.44091417,0.32577693,0.41488651,0.42131424,0.46697829,0.40261059,0.41349271,0.39781391,0.65963455,0.70395364,0.53491161,0.44484402,0.50974471,0.50593942,0.55637867,0.45667052,0.53952954,0.57913185,0.4212538,0.52443199,-1,1,-1,-1,0.11560972011274398,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
287,0.03505271,0.0220979,0.01500948,0.03667326,0.0875206,0.38916256,0.03225806,0.09090909,0.45630055,0.33121292,0.42856889,0.43784811,0.4840208,0.41131752,0.429332,0.39972663,0.67140198,0.72152738,0.54534463,0.45155175,0.52066977,0.50843873,0.56598594,0.44886064,0.55294787,0.5955605,0.40994724,0.53858832,-1,1,-1,-1,0.09607324244168092,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.00, 0.10)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
294,0.04016718,0.02747999,0.01046676,0.04970135,0.10086743,0.39408867,0.03225806,0.09090909,0.44952406,0.33132295,0.42211237,0.42911948,0.47149294,0.39500658,0.42248005,0.40070321,0.67345162,0.72783863,0.54638644,0.45945764,0.5217899,0.5165413,0.5784996,0.43107542,0.53102709,0.6047419,0.40207915,0.52143722,-1,1,-1,-1,0.11293367828741345,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.02, 0.15)"
301,0.04757733,0.02955504,0.02339396,0.04588512,0.11862326,0.40394089,0.06451613,0.13636364,0.44817753,0.33387706,0.42677538,0.42790223,0.46954898,0.39354754,0.42250849,0.40893575,0.68853209,0.74229175,0.54938656,0.46577733,0.52067126,0.5199366,0.58427247,0.42601089,0.52172933,0.61054651,0.40718553,0.51833288,-1,1,-1,-1,0.12932207628600617,"[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.10)","[0.00, 0.09)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.02, 0.15)"
308,0.13135773,0.08230081,0.0895806,0.1992411,0.10476631,0.408867,0.09677419,0.13636364,0.44058611,0.31169722,0.40773706,0.40974972,0.47444472,0.37355994,0.40711992,0.41040669,0.68830011,0.73286234,0.53310245,0.43716484,0.49522795,0.48135658,0.54201109,0.46789834,0.47926222,0.63489343,0.43421935,0.53802399,-1,1,-1,-1,0.2422760399556384,"[0.10, 0.20)","[0.00, 0.10)","[0.00, 0.10)","[0.18, 0.26)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.15, 0.28)"
315,0.32467239,0.15388452,0.21454044,0.52847176,0.30514787,0.4137931,0.09677419,0.13636364,0.46720088,0.32524273,0.41839027,0.4295183,0.50464352,0.39128085,0.43768641,0.43186274,0.69104221,0.73314779,0.55992268,0.43897465,0.51551657,0.47742495,0.55137376,0.47049203,0.45078723,0.66496658,0.43714388,0.56016564,-1,1,-1,-1,0.6468579628314303,"[0.30, 0.40)","[0.10, 0.20)","[0.20, 0.30)","[0.44, 0.53)","[0.30, 0.40)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.55, 0.68)"
