time,Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M,Distancia,Intervalo_Veloc,Intervalo_Acele,Intervalo_Des_x,Intervalo_Des_y,Intervalo_Des_z,Intervalo_Presn,Intervalo_VelPr,Intervalo_AcePr,Intervalo_Distancia
1568,0.41298235,0.15401528,0.4893335,0.3620474,0.22052536,0.21428571,0.12,0.07843137,0.37686494,0.43998002,0.41785808,0.40222713,0.46872866,0.43023605,0.48166804,0.58277864,0.50415325,0.50963332,0.56447007,0.3155664,0.63064981,0.41509879,0.43533167,0.60326262,0.59972066,0.53079677,0.53123271,0.40724343,-1,1,-1,-1,0.6474233765258555,"[0.36, 0.45)","[0.10, 0.20)","[0.40, 0.50)","[0.30, 0.40)","[0.16, 0.24)","[0.21, 0.27)","[0.10, 0.20)","[0.00, 0.10)","[0.55, 0.67)"
1575,0.35749781,0.20542288,0.44596706,0.28767464,0.23384268,0.2032967,0.18,0.11764706,0.36028982,0.4174419,0.40497523,0.37897496,0.45164675,0.40255601,0.46306283,0.54264291,0.49700695,0.49171598,0.55470266,0.31697166,0.63182311,0.42306173,0.43451417,0.6041216,0.58417571,0.51626706,0.54277504,0.38622998,-1,1,-1,-1,0.5799359586141867,"[0.27, 0.36)","[0.20, 0.30)","[0.40, 0.50)","[0.20, 0.30)","[0.16, 0.24)","[0.14, 0.21)","[0.10, 0.20)","[0.10, 0.20)","[0.55, 0.67)"
1582,0.40577271,0.30396632,0.47796899,0.34104675,0.25370226,0.20879121,0.22,0.15686275,0.33993239,0.39223927,0.39705636,0.35840384,0.43765855,0.37472008,0.43915734,0.52462885,0.49249922,0.48286644,0.54222601,0.30718505,0.62858226,0.42201748,0.43085971,0.59251834,0.57286103,0.48542337,0.5380199,0.35441508,-1,1,-1,-1,0.6396343313302454,"[0.36, 0.45)","[0.30, 0.40)","[0.40, 0.50)","[0.30, 0.40)","[0.24, 0.33)","[0.21, 0.27)","[0.20, 0.30)","[0.10, 0.20)","[0.55, 0.67)"
1589,0.49111495,0.2880058,0.46676476,0.48243505,0.26738874,0.21978022,0.24,0.1372549,0.35107749,0.37121054,0.41217605,0.37215819,0.46170368,0.35824111,0.44339719,0.52321065,0.50384431,0.48666393,0.54613159,0.30425099,0.6352333,0.4157594,0.42717311,0.60596025,0.57174951,0.47282872,0.51718033,0.32813131,-1,1,-1,-1,0.7225715583422502,"[0.45, 0.54)","[0.20, 0.30)","[0.40, 0.50)","[0.40, 0.50)","[0.24, 0.33)","[0.21, 0.27)","[0.20, 0.30)","[0.10, 0.20)","[0.67, 0.80)"
1596,0.61493973,0.26302412,0.48177412,0.58481539,0.42475529,0.22527473,0.22,0.1372549,0.35952539,0.37465975,0.40795424,0.3613595,0.46411956,0.34369951,0.43292417,0.50817264,0.51310482,0.49838098,0.54774289,0.30102432,0.64983871,0.41622977,0.43808969,0.5983275,0.56536544,0.48753633,0.50664078,0.32317152,-1,1,-1,-1,0.868638244302892,"[0.54, 0.63)","[0.20, 0.30)","[0.40, 0.50)","[0.50, 0.60)","[0.41, 0.49)","[0.21, 0.27)","[0.20, 0.30)","[0.10, 0.20)","[0.80, 0.92)"
1603,0.63326583,0.30506937,0.4634323,0.52500179,0.57899409,0.23626374,0.2,0.11764706,0.36297246,0.36630952,0.39922472,0.34372011,0.4608008,0.3335217,0.41754896,0.50581189,0.52252021,0.50694803,0.54629412,0.30477128,0.65680254,0.42071409,0.44956475,0.58712131,0.54737668,0.50278487,0.50924741,0.31933784,-1,1,-1,-1,0.9086421366200349,"[0.63, 0.72)","[0.30, 0.40)","[0.40, 0.50)","[0.50, 0.60)","[0.57, 0.65)","[0.21, 0.27)","[0.10, 0.20)","[0.10, 0.20)","[0.80, 0.92)"
1610,0.58141866,0.32514952,0.36452941,0.50507643,0.56301624,0.26923077,0.22,0.07843137,0.34997678,0.35874288,0.37548287,0.30957978,0.42392038,0.32352149,0.38602682,0.49023043,0.52620272,0.51437735,0.53989534,0.29974004,0.64925483,0.41292226,0.44206359,0.58173601,0.52964775,0.52454963,0.49527674,0.30810096,-1,1,-1,-1,0.839625617403513,"[0.54, 0.63)","[0.30, 0.40)","[0.30, 0.40)","[0.50, 0.60)","[0.49, 0.57)","[0.21, 0.27)","[0.20, 0.30)","[0.00, 0.10)","[0.80, 0.92)"
1617,0.5884321,0.20923361,0.37924198,0.51875235,0.55079042,0.30769231,0.14,0.07843137,0.34084573,0.35657511,0.35968189,0.28183558,0.40655171,0.32071895,0.363974,0.47246978,0.53962875,0.52515052,0.53477821,0.29397079,0.64772407,0.41010015,0.4348863,0.58483362,0.52337387,0.51243709,0.50093244,0.30875008,-1,1,-1,-1,0.8463442365778946,"[0.54, 0.63)","[0.20, 0.30)","[0.30, 0.40)","[0.50, 0.60)","[0.49, 0.57)","[0.27, 0.34)","[0.10, 0.20)","[0.00, 0.10)","[0.80, 0.92)"
1624,0.54520235,0.21794123,0.46099943,0.45583019,0.45876149,0.31868132,0.12,0.07843137,0.33434361,0.35625528,0.34714034,0.26888837,0.39592575,0.32900699,0.35997822,0.47713363,0.5371064,0.52682103,0.52830534,0.29442654,0.63791428,0.40898533,0.43302615,0.57515795,0.52197266,0.51346177,0.52598483,0.32644811,-1,1,-1,-1,0.7942063593819815,"[0.54, 0.63)","[0.20, 0.30)","[0.40, 0.50)","[0.40, 0.50)","[0.41, 0.49)","[0.27, 0.34)","[0.10, 0.20)","[0.00, 0.10)","[0.67, 0.80)"
1631,0.40968131,0.22430714,0.43346677,0.28274798,0.34238323,0.32417582,0.12,0.07843137,0.36725932,0.36081821,0.34420307,0.28657169,0.44148896,0.34000269,0.39047345,0.49672422,0.49725519,0.48577165,0.54496682,0.3167008,0.66362009,0.42847085,0.46039459,0.58639307,0.5333087,0.51207953,0.55437149,0.35422269,-1,1,-1,-1,0.620536974783571,"[0.36, 0.45)","[0.20, 0.30)","[0.40, 0.50)","[0.20, 0.30)","[0.33, 0.41)","[0.27, 0.34)","[0.10, 0.20)","[0.00, 0.10)","[0.55, 0.67)"
1638,0.27346538,0.20641346,0.42383495,0.16164303,0.18214709,0.32417582,0.1,0.09803922,0.32618293,0.33248989,0.28094182,0.23317545,0.39022033,0.31741737,0.3457624,0.44553978,0.41377461,0.40633924,0.52858677,0.30119806,0.65321793,0.40961671,0.44279317,0.5737558,0.55535653,0.51681345,0.55198428,0.38192028,-1,1,-1,-1,0.48881703773963475,"[0.27, 0.36)","[0.20, 0.30)","[0.40, 0.50)","[0.10, 0.20)","[0.16, 0.24)","[0.27, 0.34)","[0.00, 0.10)","[0.00, 0.10)","[0.43, 0.55)"
1645,0.24688214,0.18688239,0.43652391,0.21187647,0.03070983,0.33516484,0.1,0.09803922,0.30779354,0.31866367,0.26548392,0.23007934,0.38503031,0.33504393,0.34584089,0.43396212,0.38768783,0.37966592,0.51786244,0.30361336,0.65150078,0.40067425,0.43578043,0.57150873,0.55829857,0.50443121,0.5575672,0.38875035,-1,1,-1,-1,0.48619734285573585,"[0.18, 0.27)","[0.10, 0.20)","[0.40, 0.50)","[0.20, 0.30)","[0.00, 0.08)","[0.27, 0.34)","[0.00, 0.10)","[0.00, 0.10)","[0.43, 0.55)"
1652,0.32189318,0.20956597,0.58086158,0.22244486,0.07764034,0.35164835,0.06,0.07843137,0.30758789,0.32786907,0.27884205,0.24525668,0.39262815,0.33566302,0.3490809,0.42801465,0.38735688,0.38369691,0.52010783,0.33798679,0.65862814,0.42543181,0.46000985,0.56681703,0.56613618,0.48376643,0.56106251,0.40035534,-1,1,-1,-1,0.6268252653298458,"[0.27, 0.36)","[0.20, 0.30)","[0.50, 0.60)","[0.20, 0.30)","[0.00, 0.08)","[0.34, 0.40)","[0.00, 0.10)","[0.00, 0.10)","[0.55, 0.67)"
1659,0.3695936,0.17344697,0.62574776,0.26183097,0.12465189,0.35164835,0.08,0.07843137,0.31680061,0.34133191,0.30927649,0.27857471,0.41512989,0.359582,0.37708155,0.44135845,0.38495786,0.38156138,0.51934142,0.34401019,0.65942862,0.42321935,0.45907133,0.56973818,0.56910447,0.49694356,0.58265107,0.41924263,-1,1,-1,-1,0.6896765978897142,"[0.36, 0.45)","[0.10, 0.20)","[0.60, 0.70)","[0.20, 0.30)","[0.08, 0.16)","[0.34, 0.40)","[0.00, 0.10)","[0.00, 0.10)","[0.67, 0.80)"
1666,0.39134275,0.17272184,0.51969808,0.26998483,0.26149615,0.35714286,0.08,0.07843137,0.31798227,0.38362595,0.34117737,0.3176417,0.42140081,0.39516727,0.39719178,0.46059055,0.38463631,0.39906711,0.51213574,0.36211667,0.65483997,0.43318932,0.46969562,0.55386315,0.56262872,0.51558668,0.58930796,0.43543778,-1,1,-1,-1,0.6413720755151707,"[0.36, 0.45)","[0.10, 0.20)","[0.50, 0.60)","[0.20, 0.30)","[0.24, 0.33)","[0.34, 0.40)","[0.00, 0.10)","[0.00, 0.10)","[0.55, 0.67)"
1673,0.49818011,0.18823049,0.5058736,0.43384234,0.27990046,0.35714286,0.1,0.07843137,0.33182575,0.41470254,0.36895337,0.34404898,0.43479608,0.41900235,0.40241684,0.48395816,0.39340707,0.42506821,0.5108534,0.36271188,0.64857137,0.41877819,0.46721099,0.54005945,0.56451513,0.51167027,0.57183163,0.43112972,-1,1,-1,-1,0.7228219301196162,"[0.45, 0.54)","[0.10, 0.20)","[0.50, 0.60)","[0.40, 0.50)","[0.24, 0.33)","[0.34, 0.40)","[0.00, 0.10)","[0.00, 0.10)","[0.67, 0.80)"
1680,0.55440685,0.21178465,0.49143124,0.49688299,0.33295114,0.34615385,0.12,0.07843137,0.30198537,0.43702932,0.38219179,0.34580698,0.39855476,0.42701047,0.37305138,0.47298614,0.42139546,0.47359678,0.49707724,0.35222615,0.62623271,0.39176575,0.44889039,0.51707403,0.55281063,0.52956091,0.53819579,0.40964547,-1,1,-1,-1,0.7741148694002572,"[0.54, 0.63)","[0.20, 0.30)","[0.40, 0.50)","[0.40, 0.50)","[0.33, 0.41)","[0.34, 0.40)","[0.10, 0.20)","[0.00, 0.10)","[0.67, 0.80)"
1687,0.53039602,0.20934131,0.48317423,0.45394032,0.3624468,0.32417582,0.14,0.07843137,0.31998396,0.47588015,0.41676507,0.36602914,0.41132698,0.44403622,0.37940589,0.51521311,0.48433,0.5489923,0.5157759,0.38864621,0.63342366,0.41188959,0.47708537,0.52006089,0.5296683,0.53715917,0.5118662,0.37955429,-1,1,-1,-1,0.7555705350846043,"[0.45, 0.54)","[0.20, 0.30)","[0.40, 0.50)","[0.40, 0.50)","[0.33, 0.41)","[0.27, 0.34)","[0.10, 0.20)","[0.00, 0.10)","[0.67, 0.80)"
1694,0.45043271,0.21492207,0.30019835,0.45108742,0.29961638,0.2967033,0.14,0.09803922,0.32430103,0.506943,0.43672904,0.37116079,0.40771961,0.44979111,0.37389066,0.52656328,0.50824739,0.57476072,0.52234362,0.4076676,0.62815511,0.42221845,0.48871463,0.51588057,0.50128419,0.56112455,0.50885248,0.3749771,-1,1,-1,-1,0.6191678972534698,"[0.36, 0.45)","[0.20, 0.30)","[0.30, 0.40)","[0.40, 0.50)","[0.24, 0.33)","[0.27, 0.34)","[0.10, 0.20)","[0.00, 0.10)","[0.55, 0.67)"
1701,0.4159147,0.19485767,0.25865868,0.42725745,0.27012619,0.27472527,0.14,0.11764706,0.31962825,0.52192097,0.43480729,0.37140532,0.39732667,0.46731335,0.37615375,0.53022858,0.49894778,0.56849324,0.52074614,0.40391842,0.61958359,0.41122982,0.47968816,0.51480479,0.48600871,0.59612615,0.49879831,0.37315871,-1,1,-1,-1,0.5678216267841169,"[0.36, 0.45)","[0.10, 0.20)","[0.20, 0.30)","[0.40, 0.50)","[0.24, 0.33)","[0.27, 0.34)","[0.10, 0.20)","[0.10, 0.20)","[0.55, 0.67)"
1708,0.31826122,0.17299512,0.2449298,0.3452951,0.15427827,0.25274725,0.14,0.09803922,0.33122446,0.5521182,0.43381056,0.36823368,0.40099197,0.48529302,0.37189743,0.52845615,0.50589303,0.57926995,0.52261454,0.42045912,0.62634751,0.43128552,0.50026231,0.50575926,0.47028533,0.6011239,0.47487436,0.35946367,-1,1,-1,-1,0.4505786253321865,"[0.27, 0.36)","[0.10, 0.20)","[0.20, 0.30)","[0.30, 0.40)","[0.08, 0.16)","[0.21, 0.27)","[0.10, 0.20)","[0.00, 0.10)","[0.43, 0.55)"
1715,0.23297567,0.149155,0.26623749,0.22456563,0.14422756,0.23076923,0.12,0.07843137,0.34162442,0.53314861,0.41287111,0.34323296,0.41525755,0.46041998,0.35153086,0.51922658,0.50176942,0.5675935,0.52277079,0.42670608,0.6314604,0.4336373,0.50637529,0.50415643,0.45187388,0.62653739,0.45546024,0.34237859,-1,1,-1,-1,0.3769797240202059,"[0.18, 0.27)","[0.10, 0.20)","[0.20, 0.30)","[0.20, 0.30)","[0.08, 0.16)","[0.21, 0.27)","[0.10, 0.20)","[0.00, 0.10)","[0.31, 0.43)"
1722,0.24516307,0.14333472,0.30420517,0.15115723,0.22987979,0.21978022,0.1,0.07843137,0.32703748,0.50094833,0.37935393,0.30388867,0.39901816,0.43236577,0.32156313,0.49658745,0.49414436,0.55583543,0.52619615,0.4412356,0.64958623,0.4403708,0.52236264,0.50617139,0.43134163,0.63855554,0.42751896,0.31144944,-1,1,-1,-1,0.4101633960831292,"[0.18, 0.27)","[0.10, 0.20)","[0.30, 0.40)","[0.10, 0.20)","[0.16, 0.24)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.31, 0.43)"
1729,0.30650891,0.13878752,0.25557879,0.23018972,0.30403559,0.20879121,0.08,0.05882353,0.33135615,0.47461613,0.36021692,0.27263169,0.39240278,0.4119495,0.31065884,0.46795373,0.50573082,0.55553507,0.51651712,0.43466795,0.64587593,0.4322929,0.51512481,0.49930307,0.42912741,0.64098081,0.40977141,0.29053653,-1,1,-1,-1,0.4590702180257293,"[0.27, 0.36)","[0.10, 0.20)","[0.20, 0.30)","[0.20, 0.30)","[0.24, 0.33)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.43, 0.55)"
1736,0.43753512,0.15814278,0.28956674,0.2649468,0.53761888,0.20879121,0.08,0.05882353,0.3271866,0.46916113,0.34099319,0.25408535,0.38055422,0.41252748,0.30327733,0.45211872,0.50588708,0.55727396,0.50352851,0.42993537,0.63660863,0.43125695,0.50964009,0.48483793,0.43156014,0.64678988,0.39933333,0.29391751,-1,1,-1,-1,0.6656423693522836,"[0.36, 0.45)","[0.10, 0.20)","[0.20, 0.30)","[0.20, 0.30)","[0.49, 0.57)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.55, 0.67)"
1743,0.42718072,0.25871539,0.23741847,0.27044647,0.51124354,0.2032967,0.08,0.07843137,0.32735713,0.43751609,0.31723107,0.23547838,0.37931951,0.38198796,0.27992283,0.43392524,0.49465087,0.55015284,0.49009196,0.42401197,0.62181623,0.43149436,0.49943501,0.47613762,0.46292454,0.63560316,0.34765518,0.27364134,-1,1,-1,-1,0.62520299121512,"[0.36, 0.45)","[0.20, 0.30)","[0.20, 0.30)","[0.20, 0.30)","[0.49, 0.57)","[0.14, 0.21)","[0.00, 0.10)","[0.00, 0.10)","[0.55, 0.67)"
1750,0.44940542,0.20396674,0.29847511,0.28460034,0.49012699,0.1978022,0.08,0.07843137,0.34325528,0.43793726,0.32077478,0.24203665,0.40753089,0.3977025,0.28676325,0.46452046,0.50359561,0.55393577,0.47688011,0.40981053,0.61286447,0.41778515,0.47744101,0.48537994,0.48028794,0.62031369,0.35400055,0.27407836,-1,1,-1,-1,0.6405538315739652,"[0.36, 0.45)","[0.20, 0.30)","[0.20, 0.30)","[0.20, 0.30)","[0.49, 0.57)","[0.14, 0.21)","[0.00, 0.10)","[0.00, 0.10)","[0.55, 0.67)"
1757,0.41324769,0.19030192,0.257698,0.23230781,0.50779236,0.2032967,0.08,0.05882353,0.33797116,0.42491446,0.31618238,0.24099945,0.41326641,0.38203971,0.27585859,0.47926792,0.50318664,0.55164283,0.47442834,0.40771798,0.60947721,0.4199322,0.47856122,0.47672769,0.4935541,0.62745318,0.35543872,0.27718016,-1,1,-1,-1,0.6150026493157291,"[0.36, 0.45)","[0.10, 0.20)","[0.20, 0.30)","[0.20, 0.30)","[0.49, 0.57)","[0.14, 0.21)","[0.00, 0.10)","[0.00, 0.10)","[0.55, 0.67)"
1764,0.4691164,0.27027592,0.36588223,0.35836182,0.42450625,0.20879121,0.1,0.03921569,0.32822694,0.3901199,0.29137638,0.21474853,0.40213837,0.36857052,0.25756758,0.47346881,0.49513856,0.55183693,0.46092476,0.36570962,0.59884325,0.38171319,0.44180992,0.47699422,0.49946133,0.60845684,0.35969198,0.2657858,-1,1,-1,-1,0.6652056498200746,"[0.45, 0.54)","[0.20, 0.30)","[0.30, 0.40)","[0.30, 0.40)","[0.41, 0.49)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.55, 0.67)"
1771,0.41345814,0.31788005,0.39021562,0.2922795,0.37550944,0.20879121,0.1,0.01960784,0.33365126,0.39733758,0.30107732,0.22479565,0.40745891,0.36047191,0.26178404,0.46105667,0.50008795,0.55383742,0.44229996,0.3313194,0.57682441,0.36043086,0.4094478,0.46953952,0.51450534,0.61575325,0.35615027,0.26340798,-1,1,-1,-1,0.6153883942205508,"[0.36, 0.45)","[0.30, 0.40)","[0.30, 0.40)","[0.20, 0.30)","[0.33, 0.41)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.55, 0.67)"
1778,0.31161947,0.20057112,0.37492047,0.28964652,0.1460682,0.21978022,0.12,0.0,0.35502102,0.42757562,0.33478013,0.26382872,0.44082163,0.39065701,0.29686293,0.50327994,0.51287438,0.5641618,0.43690708,0.3233385,0.56587378,0.36761015,0.39704084,0.48081507,0.51525943,0.61387863,0.3907187,0.28146748,-1,1,-1,-1,0.49577856390163877,"[0.27, 0.36)","[0.20, 0.30)","[0.30, 0.40)","[0.20, 0.30)","[0.08, 0.16)","[0.21, 0.27)","[0.10, 0.20)","[0.00, 0.10)","[0.43, 0.55)"
1785,0.33580237,0.19614362,0.42895353,0.30899679,0.1438836,0.22527473,0.12,0.0,0.34601736,0.38468443,0.34298235,0.26235975,0.43388268,0.35050021,0.2923707,0.47612407,0.51971078,0.55438334,0.42598509,0.27554325,0.55583341,0.33356004,0.35769045,0.49000539,0.49205809,0.62196,0.43130307,0.28794982,-1,1,-1,-1,0.547889256582683,"[0.27, 0.36)","[0.10, 0.20)","[0.40, 0.50)","[0.30, 0.40)","[0.08, 0.16)","[0.21, 0.27)","[0.10, 0.20)","[0.00, 0.10)","[0.43, 0.55)"
1792,0.38153099,0.22363487,0.39429019,0.38976358,0.13730572,0.23626374,0.1,0.01960784,0.331115,0.36327775,0.33727004,0.24978713,0.41662603,0.33081055,0.28656126,0.45140324,0.52368603,0.54621574,0.41140004,0.23592568,0.54763106,0.30364391,0.32395661,0.49250388,0.47077233,0.63128008,0.4627078,0.29299434,-1,1,-1,-1,0.5711683315532916,"[0.36, 0.45)","[0.20, 0.30)","[0.30, 0.40)","[0.30, 0.40)","[0.08, 0.16)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.55, 0.67)"
1799,0.36085917,0.18088667,0.35686343,0.39233131,0.116392,0.24725275,0.1,0.03921569,0.31914302,0.35341082,0.34323865,0.24671516,0.39669599,0.30690229,0.28726318,0.41173639,0.52561842,0.544109,0.39951696,0.22216427,0.54478769,0.30982232,0.31998159,0.47969327,0.46210642,0.62450504,0.47200272,0.27544498,-1,1,-1,-1,0.5429755631165006,"[0.27, 0.36)","[0.10, 0.20)","[0.30, 0.40)","[0.30, 0.40)","[0.08, 0.16)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.43, 0.55)"
1806,0.27525752,0.13877429,0.21432926,0.32794533,0.06315293,0.25274725,0.08,0.05882353,0.31031758,0.33884057,0.34116111,0.24399196,0.38428881,0.29771725,0.29648404,0.38742645,0.53175322,0.54516892,0.37957294,0.19209069,0.5330714,0.2835081,0.2848241,0.48355886,0.47943174,0.58300194,0.47564122,0.27249369,-1,1,-1,-1,0.39682926269182994,"[0.27, 0.36)","[0.10, 0.20)","[0.20, 0.30)","[0.30, 0.40)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.31, 0.43)"
1813,0.30323313,0.16051632,0.15109155,0.38972325,0.01182447,0.25824176,0.08,0.07843137,0.31257496,0.36018034,0.37714884,0.29148221,0.3963242,0.30713678,0.33833026,0.39084318,0.53599456,0.5324863,0.37691759,0.20831358,0.53305941,0.30578497,0.29722452,0.4798357,0.49761372,0.57285833,0.47972343,0.28315232,-1,1,-1,-1,0.41815390248417617,"[0.27, 0.36)","[0.10, 0.20)","[0.10, 0.20)","[0.30, 0.40)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.31, 0.43)"
1820,0.3621197,0.17996376,0.14959353,0.45861991,0.01452209,0.25824176,0.1,0.09803922,0.33620249,0.39806072,0.41326822,0.33866261,0.4379286,0.36050861,0.38824283,0.44018189,0.54576797,0.54962937,0.38239878,0.21227497,0.53646816,0.31776017,0.29843852,0.49615111,0.50898731,0.55387189,0.51203412,0.32592419,-1,1,-1,-1,0.48261924657460264,"[0.36, 0.45)","[0.10, 0.20)","[0.10, 0.20)","[0.40, 0.50)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.43, 0.55)"
1827,0.40756666,0.16268978,0.248137,0.47891468,0.01339284,0.25274725,0.08,0.11764706,0.30960888,0.36223373,0.38638523,0.31492682,0.40595464,0.33479817,0.36522128,0.40407505,0.53550391,0.53352224,0.3730291,0.20352194,0.53890897,0.3130105,0.28935189,0.49576955,0.51557408,0.55358956,0.50489385,0.33015602,-1,1,-1,-1,0.5395466705038294,"[0.36, 0.45)","[0.10, 0.20)","[0.20, 0.30)","[0.40, 0.50)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.10, 0.20)","[0.43, 0.55)"
1834,0.37568145,0.14644643,0.24256032,0.44151409,0.01419127,0.25824176,0.1,0.11764706,0.33440244,0.38866081,0.41013913,0.35172781,0.44649394,0.37038627,0.41241752,0.43433755,0.53435409,0.53822019,0.36900912,0.23121395,0.54391042,0.34647488,0.30772794,0.49744005,0.54377892,0.52089866,0.51126823,0.32907838,-1,1,-1,-1,0.5039559431649193,"[0.36, 0.45)","[0.10, 0.20)","[0.20, 0.30)","[0.40, 0.50)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.10, 0.20)","[0.43, 0.55)"
1841,0.41865593,0.11360521,0.30911643,0.47426118,0.01188426,0.26373626,0.08,0.11764706,0.34027407,0.4235687,0.42155874,0.36955144,0.45583557,0.40637733,0.43852753,0.4726603,0.53248598,0.54047345,0.38067182,0.24665146,0.56844201,0.37664097,0.33699795,0.49674751,0.57310675,0.50294316,0.5097091,0.33747794,-1,1,-1,-1,0.5662312864781359,"[0.36, 0.45)","[0.10, 0.20)","[0.30, 0.40)","[0.40, 0.50)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.10, 0.20)","[0.55, 0.67)"
1848,0.37518191,0.12780419,0.31054364,0.41546844,0.02442551,0.25824176,0.1,0.11764706,0.31557772,0.38215497,0.38164807,0.33600473,0.42704427,0.37452412,0.39635848,0.44305925,0.49949829,0.50070303,0.37481509,0.22217071,0.56641246,0.35419302,0.31642467,0.4975179,0.58728094,0.51286504,0.48563468,0.33966194,-1,1,-1,-1,0.5192764028138033,"[0.36, 0.45)","[0.10, 0.20)","[0.30, 0.40)","[0.40, 0.50)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.10, 0.20)","[0.43, 0.55)"
1855,0.32192967,0.12788939,0.37155708,0.32954959,0.03027977,0.24725275,0.1,0.09803922,0.28526191,0.34311421,0.3512275,0.31119557,0.38500663,0.33072588,0.37332129,0.40632917,0.47401706,0.47659894,0.38215656,0.21447293,0.57372941,0.34886948,0.31665754,0.50155166,0.58875306,0.52781825,0.46915771,0.33633175,-1,1,-1,-1,0.4975685484820633,"[0.27, 0.36)","[0.10, 0.20)","[0.30, 0.40)","[0.30, 0.40)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.43, 0.55)"
1862,0.23469482,0.1295791,0.39824052,0.20903558,0.0340699,0.23076923,0.06,0.07843137,0.26397138,0.31103651,0.31208292,0.27410298,0.35355259,0.3067627,0.34163535,0.38394494,0.44933213,0.45450442,0.39181799,0.20685242,0.58519602,0.35940622,0.32196903,0.50891962,0.59477776,0.54521583,0.45907176,0.346202,-1,1,-1,-1,0.4510566966156436,"[0.18, 0.27)","[0.10, 0.20)","[0.30, 0.40)","[0.20, 0.30)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.43, 0.55)"
1869,0.16994593,0.09042056,0.27368951,0.16919688,0.05170896,0.23076923,0.08,0.07843137,0.22641222,0.24539816,0.25368865,0.21241843,0.29927704,0.23802228,0.28881646,0.32405318,0.42021613,0.42041464,0.38941067,0.19307101,0.59281642,0.35783708,0.32337441,0.49486258,0.59277754,0.56775128,0.43045193,0.33122146,-1,1,-1,-1,0.3258946894781443,"[0.09, 0.18)","[0.00, 0.10)","[0.20, 0.30)","[0.10, 0.20)","[0.00, 0.08)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.31, 0.43)"
1876,0.16472931,0.09089318,0.30496799,0.14486463,0.08200654,0.23076923,0.06,0.07843137,0.23637315,0.23613875,0.24601074,0.20570557,0.30061519,0.22653574,0.28735156,0.32864941,0.40376481,0.40900525,0.3977179,0.19778406,0.61169865,0.3612347,0.33833989,0.4922994,0.59905405,0.56437917,0.43612332,0.34453727,-1,1,-1,-1,0.34744252553832355,"[0.09, 0.18)","[0.00, 0.10)","[0.30, 0.40)","[0.10, 0.20)","[0.08, 0.16)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.31, 0.43)"
1883,0.16611138,0.06169913,0.25431135,0.16911576,0.10426846,0.21978022,0.08,0.07843137,0.22612863,0.24444384,0.2434074,0.20851644,0.28520034,0.23483918,0.28115726,0.33306072,0.39280656,0.39493446,0.40871617,0.18778904,0.63628172,0.3538382,0.34956429,0.48546604,0.59931839,0.58255616,0.43545508,0.3591858,-1,1,-1,-1,0.3227170816209946,"[0.09, 0.18)","[0.00, 0.10)","[0.20, 0.30)","[0.10, 0.20)","[0.08, 0.16)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.31, 0.43)"
1890,0.25661729,0.08556947,0.27986156,0.27297786,0.14443303,0.20879121,0.06,0.09803922,0.24543466,0.23613495,0.24873207,0.20894519,0.29606416,0.23074951,0.29151472,0.34120182,0.39780553,0.39581083,0.4152472,0.18489398,0.64880014,0.34617039,0.35464073,0.484828,0.5819973,0.59844712,0.46191129,0.37772794,-1,1,-1,-1,0.4167736855546354,"[0.18, 0.27)","[0.00, 0.10)","[0.20, 0.30)","[0.20, 0.30)","[0.08, 0.16)","[0.21, 0.27)","[0.00, 0.10)","[0.00, 0.10)","[0.31, 0.43)"
