time,Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M,Distancia,Intervalo_Veloc,Intervalo_Acele,Intervalo_Des_x,Intervalo_Des_y,Intervalo_Des_z,Intervalo_Presn,Intervalo_VelPr,Intervalo_AcePr,Intervalo_Distancia
70,0.17923666,0.04661567,0.20306443,0.08828039,0.26297441,0.57446809,0.41509434,0.35555556,0.37940057,0.32341746,0.48139703,0.49119745,0.45402474,0.44896792,0.34431987,0.60372635,0.57348958,0.44089647,0.66559289,0.38435886,0.50957172,0.34840227,0.63106411,0.37132443,0.46150171,0.64234389,0.28549013,0.35390015,-1,-1,-1,1,0.3437791882947906,"[0.17, 0.26)","[0.00, 0.08)","[0.20, 0.30)","[0.07, 0.14)","[0.20, 0.30)","[0.53, 0.61)","[0.40, 0.50)","[0.30, 0.40)","[0.28, 0.41)"
77,0.20294752,0.06983349,0.16474352,0.13188231,0.30928045,0.54103343,0.22641509,0.33333333,0.37859192,0.32708586,0.50087307,0.50412691,0.44640556,0.44607695,0.34438918,0.60907976,0.58896445,0.44399274,0.69793802,0.40218347,0.54058938,0.35539729,0.65641024,0.38411193,0.42968868,0.6842776,0.30495126,0.39237003,-1,-1,-1,1,0.3744165699126162,"[0.17, 0.26)","[0.00, 0.08)","[0.10, 0.20)","[0.07, 0.14)","[0.30, 0.40)","[0.53, 0.61)","[0.20, 0.30)","[0.30, 0.40)","[0.28, 0.41)"
84,0.20163279,0.06978117,0.14160804,0.11764793,0.32757809,0.54711246,0.1509434,0.22222222,0.36813914,0.33184721,0.50199147,0.50261388,0.42794354,0.43343255,0.33479803,0.60226204,0.59439559,0.44393353,0.71567687,0.4139187,0.55280494,0.36192643,0.66983965,0.39376287,0.40526188,0.72143529,0.30927274,0.40489599,-1,-1,-1,1,0.3757675843842502,"[0.17, 0.26)","[0.00, 0.08)","[0.10, 0.20)","[0.07, 0.14)","[0.30, 0.40)","[0.53, 0.61)","[0.10, 0.20)","[0.20, 0.30)","[0.28, 0.41)"
91,0.25979644,0.13176123,0.17729307,0.17889381,0.36323172,0.56231003,0.20754717,0.24444444,0.36532493,0.31993459,0.49078421,0.47989074,0.41536142,0.39732511,0.30477638,0.59064282,0.60601747,0.45183174,0.73107277,0.42082912,0.56929462,0.36385556,0.68762114,0.38649826,0.39708308,0.73621376,0.30048862,0.40210499,-1,-1,-1,1,0.44201030569490046,"[0.17, 0.26)","[0.08, 0.17)","[0.10, 0.20)","[0.14, 0.21)","[0.30, 0.40)","[0.53, 0.61)","[0.20, 0.30)","[0.20, 0.30)","[0.41, 0.53)"
98,0.37938928,0.20784557,0.17924102,0.29937833,0.47236088,0.56231003,0.30188679,0.28888889,0.38028856,0.31191773,0.49841516,0.48090371,0.42914307,0.38307092,0.30463838,0.58557536,0.62209968,0.46106355,0.72947721,0.42651449,0.57036094,0.36550582,0.69685719,0.37538006,0.39464512,0.73715374,0.28832682,0.38442472,-1,-1,-1,1,0.5872644452702749,"[0.35, 0.43)","[0.17, 0.25)","[0.10, 0.20)","[0.28, 0.35)","[0.40, 0.50)","[0.53, 0.61)","[0.30, 0.40)","[0.20, 0.30)","[0.53, 0.65)"
105,0.36801329,0.37216456,0.22446997,0.28466602,0.4296869,0.55927052,0.32075472,0.26666667,0.36851899,0.29068624,0.48534431,0.45713993,0.40999038,0.34438897,0.28085685,0.5526776,0.62055253,0.45902654,0.72055317,0.39460077,0.56091004,0.33897672,0.66700261,0.36604621,0.40353756,0.73565636,0.27442695,0.37027129,-1,-1,-1,1,0.5621853274553252,"[0.35, 0.43)","[0.33, 0.41)","[0.20, 0.30)","[0.28, 0.35)","[0.40, 0.50)","[0.53, 0.61)","[0.30, 0.40)","[0.20, 0.30)","[0.53, 0.65)"
112,0.40750359,0.38495029,0.35299652,0.28342268,0.39536851,0.55927052,0.24528302,0.17777778,0.40267092,0.29128319,0.50683308,0.47773193,0.43273752,0.35228732,0.30651986,0.56605774,0.62757581,0.47930776,0.71912416,0.38699533,0.54805393,0.3331065,0.65341352,0.36973466,0.40423069,0.77420701,0.2654851,0.3801647,-1,-1,-1,1,0.6010417767261381,"[0.35, 0.43)","[0.33, 0.41)","[0.30, 0.40)","[0.28, 0.35)","[0.30, 0.40)","[0.53, 0.61)","[0.20, 0.30)","[0.10, 0.20)","[0.53, 0.65)"
119,0.47593388,0.45050111,0.57528423,0.29671905,0.33702283,0.556231,0.30188679,0.22222222,0.48797828,0.31003726,0.55951842,0.52020395,0.49479579,0.38463955,0.36163534,0.58367689,0.64984478,0.50676707,0.75248155,0.39219074,0.57884119,0.32770454,0.67095205,0.37387905,0.4177147,0.78970338,0.26936461,0.3997758,-1,-1,-1,1,0.7297797803863877,"[0.43, 0.52)","[0.41, 0.50)","[0.50, 0.60)","[0.28, 0.35)","[0.30, 0.40)","[0.53, 0.61)","[0.30, 0.40)","[0.20, 0.30)","[0.65, 0.78)"
126,0.4669256,0.50189451,0.60781711,0.31091604,0.2624921,0.56534954,0.35849057,0.22222222,0.53842144,0.30414992,0.57624775,0.53015918,0.52043701,0.37603699,0.3996425,0.5925099,0.65049626,0.51785996,0.7634496,0.37750444,0.58422664,0.31341328,0.65990655,0.37879378,0.43299296,0.75920404,0.25847845,0.36291678,-1,-1,-1,1,0.7314455042588229,"[0.43, 0.52)","[0.50, 0.58)","[0.60, 0.70)","[0.28, 0.35)","[0.20, 0.30)","[0.53, 0.61)","[0.30, 0.40)","[0.20, 0.30)","[0.65, 0.78)"
133,0.44172918,0.462788,0.67427504,0.26007044,0.20834766,0.57142857,0.32075472,0.26666667,0.56624343,0.30171593,0.59023008,0.54096433,0.54112689,0.38174826,0.43179326,0.58724804,0.65085206,0.52273502,0.74818717,0.34126884,0.57425014,0.28029706,0.61648861,0.38109268,0.4505719,0.71384507,0.25642688,0.33714555,-1,-1,-1,1,0.7521251297199628,"[0.43, 0.52)","[0.41, 0.50)","[0.60, 0.70)","[0.21, 0.28)","[0.20, 0.30)","[0.53, 0.61)","[0.30, 0.40)","[0.20, 0.30)","[0.65, 0.78)"
140,0.39995695,0.34671444,0.88053275,0.1721105,0.04459159,0.58662614,0.22641509,0.2,0.58318074,0.3018693,0.59022648,0.55416063,0.55849867,0.39406861,0.45371754,0.59083854,0.63780699,0.51076576,0.74171324,0.32515322,0.56189278,0.27094717,0.59706482,0.38452689,0.45635874,0.70318816,0.26393745,0.34418126,-1,-1,-1,1,0.8983030434834007,"[0.35, 0.43)","[0.33, 0.41)","[0.80, 0.90)","[0.14, 0.21)","[0.00, 0.10)","[0.53, 0.61)","[0.20, 0.30)","[0.10, 0.20)","[0.78, 0.90)"
147,0.46879601,0.32398117,1.0,0.22582642,0.03935931,0.59574468,0.33962264,0.35555556,0.59020529,0.29410357,0.58997139,0.55956797,0.57784882,0.3932886,0.45957124,0.57487238,0.63000578,0.50472076,0.7323983,0.29251639,0.55016506,0.24087336,0.55194063,0.39681125,0.44350484,0.71739787,0.27509775,0.33556455,-1,-1,-1,1,1.0259369996513883,"[0.43, 0.52)","[0.25, 0.33)","[0.90, 1.00)","[0.21, 0.28)","[0.00, 0.10)","[0.53, 0.61)","[0.30, 0.40)","[0.30, 0.40)","[0.90, 1.03)"
154,0.45101832,0.30264135,0.94246234,0.24534089,0.03486634,0.59574468,0.39622642,0.35555556,0.58319193,0.28340281,0.57126789,0.54927686,0.57809093,0.38644835,0.44347167,0.56809996,0.6219212,0.50555477,0.7393991,0.3081906,0.55491419,0.24718731,0.5604739,0.40448905,0.43486368,0.72752343,0.28641501,0.3341639,-1,-1,-1,1,0.9744963192794847,"[0.43, 0.52)","[0.25, 0.33)","[0.90, 1.00)","[0.21, 0.28)","[0.00, 0.10)","[0.53, 0.61)","[0.30, 0.40)","[0.30, 0.40)","[0.90, 1.03)"
161,0.36185527,0.20125677,0.76218159,0.19586986,0.0471062,0.59270517,0.32075472,0.42222222,0.54897741,0.28099417,0.53718082,0.54283081,0.57367803,0.37587438,0.42008691,0.55114381,0.57172613,0.46026096,0.77071156,0.30914296,0.59541503,0.2407423,0.57642708,0.41222398,0.45205925,0.68719277,0.28711252,0.33323867,-1,-1,-1,1,0.7883557396694639,"[0.35, 0.43)","[0.17, 0.25)","[0.70, 0.80)","[0.14, 0.21)","[0.00, 0.10)","[0.53, 0.61)","[0.30, 0.40)","[0.40, 0.50)","[0.78, 0.90)"
168,0.40594936,0.21762561,0.77270226,0.22739586,0.13913447,0.58358663,0.26415094,0.37777778,0.43599548,0.22908871,0.45978542,0.48610836,0.49993047,0.31359935,0.34762355,0.4848497,0.51502893,0.41376237,0.75663257,0.2926388,0.59905491,0.22822935,0.56140939,0.40692617,0.45815903,0.66895291,0.29181113,0.31597403,-1,-1,-1,1,0.8173959019327343,"[0.35, 0.43)","[0.17, 0.25)","[0.70, 0.80)","[0.21, 0.28)","[0.10, 0.20)","[0.53, 0.61)","[0.20, 0.30)","[0.30, 0.40)","[0.78, 0.90)"
175,0.40621818,0.17247868,0.75745418,0.23569795,0.15204597,0.57142857,0.32075472,0.4,0.40526454,0.23822698,0.43540384,0.48673087,0.50961943,0.33197203,0.32359823,0.45652972,0.48129204,0.38636679,0.75244166,0.30067571,0.60276109,0.23543175,0.57471226,0.39310893,0.4634296,0.67303506,0.29231672,0.3281685,-1,-1,-1,1,0.8077179801310083,"[0.35, 0.43)","[0.17, 0.25)","[0.70, 0.80)","[0.21, 0.28)","[0.10, 0.20)","[0.53, 0.61)","[0.30, 0.40)","[0.30, 0.40)","[0.78, 0.90)"
182,0.36684553,0.14883415,0.58793005,0.23023184,0.25269337,0.55927052,0.33962264,0.31111111,0.4081952,0.26182267,0.44236092,0.50824545,0.53377057,0.36051159,0.3151114,0.47251679,0.47368548,0.37354556,0.77690713,0.32946153,0.6264364,0.26058861,0.62172579,0.38155869,0.46793338,0.69426047,0.30199224,0.35597128,-1,-1,-1,1,0.6800899816088639,"[0.35, 0.43)","[0.08, 0.17)","[0.50, 0.60)","[0.21, 0.28)","[0.20, 0.30)","[0.53, 0.61)","[0.30, 0.40)","[0.30, 0.40)","[0.65, 0.78)"
189,0.38535969,0.13415039,0.42143634,0.28952999,0.26781052,0.55927052,0.28301887,0.31111111,0.39562367,0.272872,0.42400998,0.48540246,0.5244441,0.36628209,0.28883423,0.49202103,0.47123498,0.37187228,0.79151555,0.32343212,0.64120999,0.25080643,0.61840524,0.38945351,0.46539785,0.69387634,0.3119685,0.36566212,-1,-1,-1,1,0.5771989937661587,"[0.35, 0.43)","[0.08, 0.17)","[0.40, 0.50)","[0.28, 0.35)","[0.20, 0.30)","[0.53, 0.61)","[0.20, 0.30)","[0.30, 0.40)","[0.53, 0.65)"
196,0.40848547,0.17288615,0.34093355,0.33140545,0.31606864,0.58966565,0.26415094,0.24444444,0.39547864,0.29060236,0.45680991,0.52157343,0.52536912,0.38826679,0.31752462,0.49486104,0.487298,0.37331192,0.81597114,0.36955262,0.66066207,0.29547233,0.68083964,0.38005414,0.47270979,0.67955944,0.31654319,0.37213023,-1,-1,-1,1,0.5709331335600997,"[0.35, 0.43)","[0.17, 0.25)","[0.30, 0.40)","[0.28, 0.35)","[0.30, 0.40)","[0.53, 0.61)","[0.20, 0.30)","[0.20, 0.30)","[0.53, 0.65)"
203,0.56651144,0.27641062,0.35523948,0.45471206,0.56900501,0.63221884,0.26415094,0.26666667,0.39862991,0.32029009,0.50217572,0.56592971,0.54388547,0.4261668,0.35426095,0.49830432,0.50217624,0.37076157,0.81629395,0.37056626,0.66176368,0.30224229,0.68654583,0.37751555,0.47738343,0.68296144,0.32280716,0.38077872,-1,-1,-1,1,0.8103856162748782,"[0.52, 0.61)","[0.25, 0.33)","[0.30, 0.40)","[0.42, 0.49)","[0.50, 0.60)","[0.61, 0.69)","[0.20, 0.30)","[0.20, 0.30)","[0.78, 0.90)"
210,0.64624442,0.30493156,0.37420266,0.56543614,0.49159932,0.67173252,0.24528302,0.24444444,0.41273758,0.3271802,0.52713173,0.55931674,0.54874006,0.4360248,0.36138745,0.49641282,0.54864284,0.41419892,0.80102853,0.38647329,0.64669283,0.31695227,0.69616788,0.36703459,0.46539129,0.66253489,0.34438617,0.38834711,-1,-1,-1,1,0.8375055525748099,"[0.61, 0.70)","[0.25, 0.33)","[0.30, 0.40)","[0.56, 0.63)","[0.40, 0.50)","[0.61, 0.69)","[0.20, 0.30)","[0.20, 0.30)","[0.78, 0.90)"
217,0.65907353,0.39854623,0.29549998,0.61073079,0.46879985,0.69908815,0.20754717,0.2,0.45400046,0.3642622,0.55311388,0.5604492,0.58461695,0.47264418,0.37358766,0.51713149,0.59571269,0.44829938,0.76608549,0.38838381,0.61129551,0.32373657,0.68137875,0.36194828,0.45897316,0.62362183,0.35355981,0.38255542,-1,-1,-1,1,0.824673047573429,"[0.61, 0.70)","[0.33, 0.41)","[0.20, 0.30)","[0.56, 0.63)","[0.40, 0.50)","[0.69, 0.77)","[0.20, 0.30)","[0.10, 0.20)","[0.78, 0.90)"
224,0.68337597,0.37822968,0.33271263,0.59815757,0.52171115,0.70820669,0.22641509,0.13333333,0.44832658,0.35886546,0.55575809,0.53609536,0.56486138,0.45599963,0.36980105,0.51261232,0.62796802,0.47435098,0.7289809,0.38605505,0.5796386,0.32536924,0.65877583,0.36420597,0.47287828,0.58103466,0.36096576,0.36467732,-1,-1,-1,1,0.8606234349261844,"[0.61, 0.70)","[0.33, 0.41)","[0.30, 0.40)","[0.56, 0.63)","[0.50, 0.60)","[0.69, 0.77)","[0.20, 0.30)","[0.10, 0.20)","[0.78, 0.90)"
231,0.68516944,0.34023689,0.37984123,0.48942501,0.70602881,0.71428571,0.1509434,0.15555556,0.44702638,0.35739466,0.55498563,0.51031469,0.54538469,0.44769698,0.37478336,0.51203489,0.63025037,0.48067297,0.70470272,0.39184464,0.57091531,0.33207875,0.66287963,0.34740209,0.44455375,0.54389695,0.37487868,0.33836828,-1,-1,-1,1,0.9393044665982532,"[0.61, 0.70)","[0.33, 0.41)","[0.30, 0.40)","[0.42, 0.49)","[0.70, 0.80)","[0.69, 0.77)","[0.10, 0.20)","[0.10, 0.20)","[0.90, 1.03)"
238,0.69047751,0.22559381,0.40544811,0.45257451,0.7812038,0.70820669,0.09433962,0.08888889,0.46349563,0.36794481,0.5898419,0.53223776,0.56124741,0.46270658,0.40684979,0.50964711,0.6383512,0.48664754,0.69436213,0.42654758,0.57170607,0.36069299,0.69831374,0.33190021,0.4294665,0.52092927,0.387808,0.32025883,-1,-1,-1,1,0.9896924947370027,"[0.61, 0.70)","[0.17, 0.25)","[0.40, 0.50)","[0.42, 0.49)","[0.70, 0.80)","[0.69, 0.77)","[0.00, 0.10)","[0.00, 0.10)","[0.90, 1.03)"
245,0.52952634,0.23663406,0.3126216,0.34532334,0.55438898,0.66869301,0.24528302,0.24444444,0.4513579,0.36370275,0.54207897,0.47475536,0.54432561,0.45731447,0.37058245,0.52225427,0.61821148,0.4809002,0.66528916,0.41173823,0.56067794,0.33860102,0.6683485,0.33377931,0.44958846,0.4759873,0.39005112,0.30749879,-1,-1,-1,1,0.7241046989771271,"[0.52, 0.61)","[0.17, 0.25)","[0.30, 0.40)","[0.28, 0.35)","[0.50, 0.60)","[0.61, 0.69)","[0.20, 0.30)","[0.20, 0.30)","[0.65, 0.78)"
252,0.42459727,0.16449253,0.24256573,0.21994555,0.60719892,0.6231003,0.26415094,0.35555556,0.46612994,0.36593199,0.52300626,0.43947155,0.53944426,0.46279879,0.36307942,0.53891261,0.62012271,0.49046366,0.67586183,0.43591738,0.58614254,0.35125543,0.70342119,0.32439193,0.41997159,0.48815352,0.40463252,0.31943753,-1,-1,-1,1,0.6898584686617986,"[0.35, 0.43)","[0.08, 0.17)","[0.20, 0.30)","[0.21, 0.28)","[0.60, 0.70)","[0.61, 0.69)","[0.20, 0.30)","[0.30, 0.40)","[0.65, 0.78)"
259,0.38919055,0.15262075,0.23712656,0.17729217,0.6208483,0.59270517,0.30188679,0.4,0.46926804,0.35863921,0.50172709,0.41169515,0.5291278,0.45030279,0.34887349,0.52922226,0.61421408,0.47759659,0.66331055,0.42358876,0.5879969,0.34263702,0.6958856,0.31551984,0.41522214,0.51542719,0.39919497,0.31490522,-1,-1,-1,1,0.6878329234731589,"[0.35, 0.43)","[0.08, 0.17)","[0.20, 0.30)","[0.14, 0.21)","[0.60, 0.70)","[0.53, 0.61)","[0.30, 0.40)","[0.30, 0.40)","[0.65, 0.78)"
266,0.33970826,0.14328765,0.14976304,0.17333202,0.54469735,0.59878419,0.45283019,0.48888889,0.49404164,0.37082245,0.51723107,0.43009034,0.542302,0.46752881,0.36837545,0.55560445,0.60725408,0.47148947,0.66538167,0.43501237,0.59071932,0.34950081,0.70904312,0.3108462,0.41674792,0.51726981,0.40482991,0.33067417,-1,-1,-1,1,0.5909045273175223,"[0.26, 0.35)","[0.08, 0.17)","[0.10, 0.20)","[0.14, 0.21)","[0.50, 0.60)","[0.53, 0.61)","[0.40, 0.50)","[0.40, 0.50)","[0.53, 0.65)"
273,0.38871022,0.23813523,0.20502837,0.31478021,0.45950424,0.61094225,0.45283019,0.71111111,0.51741825,0.37489125,0.51487793,0.42601638,0.55319825,0.47668229,0.36727929,0.57307582,0.61412355,0.47228393,0.64737333,0.41977968,0.57728081,0.34007963,0.69128537,0.30501759,0.41881511,0.51389388,0.40244035,0.34084323,-1,-1,-1,1,0.5935211535324404,"[0.35, 0.43)","[0.17, 0.25)","[0.20, 0.30)","[0.28, 0.35)","[0.40, 0.50)","[0.61, 0.69)","[0.40, 0.50)","[0.70, 0.80)","[0.53, 0.65)"
280,0.4848496,0.19763748,0.33339828,0.45001625,0.33322189,0.61398176,0.50943396,0.6,0.52267272,0.36333949,0.48774002,0.39799733,0.5505746,0.46375841,0.34480387,0.56524903,0.61699351,0.47869523,0.60541093,0.40465542,0.54013104,0.33226986,0.65016802,0.31868225,0.44297753,0.50693007,0.38781585,0.34575611,-1,-1,-1,1,0.6516946112606679,"[0.43, 0.52)","[0.17, 0.25)","[0.30, 0.40)","[0.42, 0.49)","[0.30, 0.40)","[0.61, 0.69)","[0.50, 0.60)","[0.50, 0.60)","[0.53, 0.65)"
287,0.54208396,0.27287528,0.40255312,0.50726337,0.35592356,0.60790274,0.41509434,0.46666667,0.48865774,0.34776469,0.44054344,0.3426143,0.50436508,0.43188999,0.3027223,0.52445987,0.62069094,0.48310102,0.56412138,0.40465162,0.50574172,0.32963145,0.62559018,0.31857381,0.45022005,0.51227114,0.36182278,0.32991287,-1,-1,-1,1,0.7389497422210559,"[0.52, 0.61)","[0.25, 0.33)","[0.40, 0.50)","[0.49, 0.56)","[0.30, 0.40)","[0.53, 0.61)","[0.40, 0.50)","[0.40, 0.50)","[0.65, 0.78)"
294,0.60939881,0.3044062,0.49466754,0.51650286,0.47328939,0.62613982,0.37735849,0.48888889,0.50751531,0.35208523,0.46368384,0.35277705,0.50938153,0.42796224,0.31741215,0.51785812,0.64226332,0.50158049,0.57055459,0.40280124,0.49827887,0.33052598,0.62086974,0.32810972,0.4249752,0.53765345,0.36352918,0.34360302,-1,-1,-1,1,0.8575978231108118,"[0.61, 0.70)","[0.25, 0.33)","[0.40, 0.50)","[0.49, 0.56)","[0.40, 0.50)","[0.61, 0.69)","[0.30, 0.40)","[0.40, 0.50)","[0.78, 0.90)"
301,0.84504292,0.50746517,0.60560286,0.57031705,0.92739882,0.6443769,0.33962264,0.4,0.49126165,0.33631247,0.44352829,0.32915322,0.48563749,0.40466293,0.30350094,0.50076869,0.63743846,0.49927973,0.51553522,0.37866914,0.44248953,0.31544203,0.56474935,0.33492374,0.44457482,0.5039356,0.34187387,0.31325605,-1,-1,-1,1,1.2458270076131255,"[0.78, 0.87)","[0.50, 0.58)","[0.60, 0.70)","[0.56, 0.63)","[0.90, 1.00)","[0.61, 0.69)","[0.30, 0.40)","[0.30, 0.40)","[1.15, 1.27)"
308,0.84359495,0.66894254,0.61541308,0.56036922,0.93110091,0.64741641,0.16981132,0.2,0.45454242,0.31204079,0.41124087,0.29323773,0.44861091,0.37507849,0.27775581,0.47253514,0.62932727,0.49436215,0.4640263,0.35014688,0.38981584,0.29308958,0.50583372,0.3383354,0.44234725,0.47866478,0.32994011,0.28178035,-1,-1,-1,1,1.2488778268354845,"[0.78, 0.87)","[0.66, 0.75)","[0.60, 0.70)","[0.56, 0.63)","[0.90, 1.00)","[0.61, 0.69)","[0.10, 0.20)","[0.10, 0.20)","[1.15, 1.27)"
315,0.72416891,0.66635578,0.56863987,0.44169616,0.83610399,0.61398176,0.20754717,0.15555556,0.44361829,0.29075168,0.39352247,0.27074803,0.42592877,0.33983028,0.26761473,0.42837926,0.63819276,0.50495026,0.46007056,0.33779274,0.37644063,0.28279683,0.47916937,0.35679552,0.45014892,0.49471438,0.31153233,0.2686965,-1,1,-1,-1,1.1034113836671628,"[0.70, 0.78)","[0.66, 0.75)","[0.50, 0.60)","[0.42, 0.49)","[0.80, 0.90)","[0.61, 0.69)","[0.20, 0.30)","[0.10, 0.20)","[1.03, 1.15)"
