time,Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M,Distancia,Intervalo_Veloc,Intervalo_Acele,Intervalo_Des_x,Intervalo_Des_y,Intervalo_Des_z,Intervalo_Presn,Intervalo_VelPr,Intervalo_AcePr,Intervalo_Distancia
1365,0.22753764,0.1643849,0.18614123,0.19911632,0.1605947,0.5106383,0.1509434,0.04444444,0.52979803,0.38080587,0.52292382,0.43885039,0.57574064,0.50663215,0.43108897,0.56504127,0.6796681,0.54411697,0.5138288,0.36902561,0.45710325,0.288827,0.54755793,0.34994454,0.32471666,0.57422841,0.37537402,0.32866738,-1,-1,-1,1,0.3163645429948579,"[0.17, 0.26)","[0.08, 0.17)","[0.10, 0.20)","[0.14, 0.21)","[0.10, 0.20)","[0.45, 0.53)","[0.10, 0.20)","[0.00, 0.10)","[0.28, 0.41)"
1372,0.27539991,0.14217081,0.26319032,0.25505265,0.11312145,0.49240122,0.13207547,0.06666667,0.56150633,0.39081156,0.55830435,0.47104425,0.59507705,0.52391295,0.46918143,0.57526931,0.70130741,0.55953501,0.51607092,0.39690054,0.46238491,0.31125994,0.57231679,0.35462961,0.31634788,0.56944325,0.38053139,0.33984507,-1,-1,-1,1,0.38355894105577487,"[0.26, 0.35)","[0.08, 0.17)","[0.20, 0.30)","[0.21, 0.28)","[0.10, 0.20)","[0.45, 0.53)","[0.10, 0.20)","[0.00, 0.10)","[0.28, 0.41)"
1379,0.29754132,0.08700754,0.41925735,0.22652088,0.1403241,0.47112462,0.11320755,0.06666667,0.50314953,0.35579238,0.55415897,0.45876488,0.54347614,0.47247875,0.4370686,0.49683452,0.71301679,0.56242018,0.46976541,0.38425182,0.41764549,0.30410412,0.5338458,0.35392047,0.3275184,0.56548439,0.36621373,0.31932431,-1,-1,-1,1,0.4967688472980234,"[0.26, 0.35)","[0.08, 0.17)","[0.40, 0.50)","[0.21, 0.28)","[0.10, 0.20)","[0.45, 0.53)","[0.10, 0.20)","[0.00, 0.10)","[0.41, 0.53)"
1386,0.33739696,0.12049668,0.44136909,0.27848897,0.1314267,0.45592705,0.11320755,0.06666667,0.4866806,0.35602299,0.56008923,0.46941416,0.52891868,0.47346765,0.44786654,0.47256081,0.71891,0.56849188,0.45976248,0.37854414,0.40106381,0.29881586,0.52045066,0.35088046,0.34656292,0.57023707,0.35979146,0.33698008,-1,-1,-1,1,0.5381781837755774,"[0.26, 0.35)","[0.08, 0.17)","[0.40, 0.50)","[0.21, 0.28)","[0.10, 0.20)","[0.45, 0.53)","[0.10, 0.20)","[0.00, 0.10)","[0.53, 0.65)"
1393,0.34069267,0.12077076,0.44007122,0.28945217,0.12001746,0.44072948,0.09433962,0.06666667,0.48907195,0.36090737,0.58201563,0.49815581,0.53139016,0.47537335,0.46233506,0.47731456,0.72161962,0.56308254,0.43446792,0.37157838,0.38801727,0.29627706,0.51311582,0.33193654,0.36121368,0.56814915,0.35626486,0.34797869,-1,-1,-1,1,0.5402309025730099,"[0.26, 0.35)","[0.08, 0.17)","[0.40, 0.50)","[0.28, 0.35)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.53, 0.65)"
1400,0.32894703,0.11455243,0.40813,0.27607416,0.12557631,0.43161094,0.05660377,0.06666667,0.49086603,0.36236058,0.60045125,0.51843639,0.54579194,0.47960338,0.46497968,0.47287233,0.7248597,0.56428629,0.43346441,0.37892209,0.38289745,0.29994344,0.51570156,0.33275101,0.40010451,0.53058814,0.34603851,0.33861644,-1,-1,-1,1,0.5084844622531958,"[0.26, 0.35)","[0.08, 0.17)","[0.40, 0.50)","[0.21, 0.28)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.41, 0.53)"
1407,0.27842865,0.12339449,0.40542755,0.21587706,0.12599971,0.42857143,0.03773585,0.04444444,0.49735404,0.35700465,0.59600898,0.51369652,0.54918958,0.47445274,0.46282085,0.47123618,0.71847437,0.5656233,0.43851974,0.38934108,0.38698398,0.30542388,0.52788918,0.32873001,0.41560971,0.51993018,0.33968204,0.33580474,-1,-1,-1,1,0.4762880748594596,"[0.26, 0.35)","[0.08, 0.17)","[0.40, 0.50)","[0.21, 0.28)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.41, 0.53)"
1414,0.25548768,0.16559917,0.39252392,0.15583745,0.19009331,0.42857143,0.03773585,0.04444444,0.51506316,0.39959688,0.62752954,0.54179796,0.56163764,0.5425199,0.49265353,0.54346567,0.73044595,0.57262101,0.463266,0.40439594,0.40366159,0.32240989,0.55691292,0.32887312,0.45046343,0.5095842,0.35107754,0.35555704,-1,-1,-1,1,0.4631369183097208,"[0.17, 0.26)","[0.08, 0.17)","[0.30, 0.40)","[0.14, 0.21)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.41, 0.53)"
1421,0.2093162,0.16376115,0.29578129,0.13779354,0.17064192,0.42857143,0.03773585,0.02222222,0.52072701,0.40740269,0.6258963,0.54160546,0.56631757,0.55559461,0.49391298,0.54898023,0.72829745,0.56883828,0.44367011,0.38388076,0.38176069,0.30892048,0.53011407,0.32269342,0.45288987,0.48801001,0.3559857,0.35263848,-1,-1,-1,1,0.3682285921015397,"[0.17, 0.26)","[0.08, 0.17)","[0.20, 0.30)","[0.07, 0.14)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1428,0.18144639,0.12800274,0.24056687,0.11436027,0.17314934,0.43161094,0.03773585,0.04444444,0.54153714,0.43139415,0.62762472,0.54154095,0.58579121,0.59182405,0.49946789,0.58979058,0.73232696,0.5738841,0.44419658,0.3836822,0.38103363,0.31061913,0.5326775,0.31911551,0.45507081,0.46784546,0.37286001,0.36082241,-1,-1,-1,1,0.317697000675967,"[0.17, 0.26)","[0.08, 0.17)","[0.20, 0.30)","[0.07, 0.14)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1435,0.20827621,0.12607887,0.22962881,0.14364708,0.1837227,0.42857143,0.03773585,0.02222222,0.56593586,0.46164747,0.63723357,0.54184177,0.60526485,0.62747479,0.50406668,0.62834554,0.74006779,0.5803259,0.42959762,0.38665136,0.37212216,0.31757482,0.5294094,0.32252021,0.46601406,0.44994318,0.38320087,0.36091363,-1,-1,-1,1,0.32728871729687303,"[0.17, 0.26)","[0.08, 0.17)","[0.20, 0.30)","[0.14, 0.21)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1442,0.22707177,0.12463669,0.26681926,0.17443071,0.14548417,0.43465046,0.0754717,0.04444444,0.58893841,0.46734131,0.65289345,0.5603721,0.62794977,0.63838423,0.52285476,0.6554716,0.73229863,0.57193273,0.44266497,0.39159473,0.37874104,0.32425957,0.5386235,0.32966687,0.45995785,0.45959042,0.39006198,0.36402954,-1,-1,-1,1,0.35040581304915674,"[0.17, 0.26)","[0.08, 0.17)","[0.20, 0.30)","[0.14, 0.21)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1449,0.24695229,0.09614969,0.33789431,0.15477356,0.13985003,0.44072948,0.0754717,0.08888889,0.62484014,0.48065408,0.68491338,0.59148751,0.6550334,0.65612453,0.55706541,0.6824634,0.73607854,0.57281784,0.45371995,0.40447474,0.38767246,0.33466425,0.55425938,0.33460338,0.46207064,0.45829722,0.40500646,0.37452519,-1,-1,-1,1,0.3970962735867092,"[0.17, 0.26)","[0.08, 0.17)","[0.30, 0.40)","[0.14, 0.21)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1456,0.2213527,0.07792688,0.29252275,0.15556171,0.10660545,0.443769,0.09433962,0.11111111,0.63567017,0.49065121,0.70700329,0.61325485,0.65961639,0.65894854,0.57933883,0.69551149,0.73437827,0.56235702,0.44877967,0.40600193,0.3871532,0.33836905,0.55546916,0.3351273,0.44827485,0.43450669,0.42417732,0.37027939,-1,-1,-1,1,0.34804270837842455,"[0.17, 0.26)","[0.00, 0.08)","[0.20, 0.30)","[0.14, 0.21)","[0.10, 0.20)","[0.37, 0.45)","[0.00, 0.10)","[0.10, 0.20)","[0.28, 0.41)"
1463,0.19786059,0.09717971,0.24209286,0.14546648,0.09709725,0.44984802,0.11320755,0.08888889,0.63953219,0.46194911,0.69996495,0.60492452,0.66957636,0.60522602,0.56756723,0.6607659,0.72578389,0.551683,0.43636534,0.40269723,0.3724248,0.3307985,0.53780635,0.34149245,0.42542053,0.44894503,0.4343655,0.37970862,-1,-1,-1,1,0.2986592131914442,"[0.17, 0.26)","[0.08, 0.17)","[0.20, 0.30)","[0.14, 0.21)","[0.00, 0.10)","[0.37, 0.45)","[0.10, 0.20)","[0.00, 0.10)","[0.28, 0.41)"
1470,0.20047472,0.09569891,0.28831487,0.13613345,0.11240137,0.45592705,0.09433962,0.11111111,0.64342476,0.46595631,0.7110074,0.61444377,0.66590999,0.59517664,0.57759851,0.66921679,0.71680015,0.54199408,0.4547649,0.43031741,0.38797807,0.35153839,0.57171599,0.34052988,0.40567285,0.48572599,0.44658016,0.39679507,-1,-1,-1,1,0.33807077432084587,"[0.17, 0.26)","[0.08, 0.17)","[0.20, 0.30)","[0.07, 0.14)","[0.10, 0.20)","[0.45, 0.53)","[0.00, 0.10)","[0.10, 0.20)","[0.28, 0.41)"
1477,0.22044687,0.12684522,0.33135797,0.15589757,0.10759377,0.45896657,0.0754717,0.08888889,0.63985918,0.45381083,0.6842773,0.59231392,0.66282481,0.5780205,0.56132522,0.67762385,0.70107909,0.53235753,0.44185412,0.43967462,0.38819633,0.36030093,0.58331772,0.31837123,0.38321617,0.51451862,0.4441155,0.40537455,-1,-1,-1,1,0.3816786291597143,"[0.17, 0.26)","[0.08, 0.17)","[0.30, 0.40)","[0.14, 0.21)","[0.10, 0.20)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1484,0.19826517,0.14934364,0.33335455,0.1196364,0.11259852,0.46504559,0.03773585,0.04444444,0.63919447,0.42899506,0.67064483,0.58206236,0.66177903,0.54067141,0.55052751,0.65422041,0.69188117,0.52533253,0.4640189,0.44468367,0.40987343,0.36094314,0.60204076,0.31307196,0.38761899,0.53720725,0.42950479,0.40810929,-1,-1,-1,1,0.37164035157239445,"[0.17, 0.26)","[0.08, 0.17)","[0.30, 0.40)","[0.07, 0.14)","[0.10, 0.20)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1491,0.20535899,0.15672627,0.31023832,0.15706889,0.13021797,0.46504559,0.03773585,0.02222222,0.61657374,0.41356884,0.64283407,0.54685228,0.63441613,0.51654952,0.52153998,0.60357126,0.69371027,0.52862668,0.46937543,0.44057166,0.41360864,0.35431177,0.59875864,0.31385846,0.39381579,0.53995393,0.42171074,0.40070389,-1,-1,-1,1,0.37131546037456536,"[0.17, 0.26)","[0.08, 0.17)","[0.30, 0.40)","[0.14, 0.21)","[0.10, 0.20)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1498,0.21703748,0.13527724,0.31349882,0.18558663,0.10709638,0.46504559,0.01886792,0.02222222,0.59463757,0.40793709,0.61477613,0.52511788,0.61116517,0.50504964,0.51252256,0.58584375,0.68842115,0.53384269,0.48680688,0.4439701,0.41498689,0.34866222,0.59206241,0.33216252,0.3832685,0.54337523,0.40493832,0.37172212,-1,-1,-1,1,0.3797282475471817,"[0.17, 0.26)","[0.08, 0.17)","[0.30, 0.40)","[0.14, 0.21)","[0.10, 0.20)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1505,0.22273918,0.14982381,0.33129597,0.17647456,0.11443207,0.47112462,0.01886792,0.02222222,0.60059821,0.4127745,0.60364764,0.52669175,0.62292938,0.51803162,0.51498213,0.58902707,0.68392934,0.54008489,0.49426492,0.43824185,0.41938099,0.34319879,0.58983618,0.3313361,0.38934128,0.57242341,0.38807841,0.37686491,-1,-1,-1,1,0.3924219523802401,"[0.17, 0.26)","[0.08, 0.17)","[0.30, 0.40)","[0.14, 0.21)","[0.10, 0.20)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1512,0.27060637,0.18065154,0.46393543,0.15609808,0.11010001,0.47416413,0.01886792,0.04444444,0.58240815,0.41265074,0.59657948,0.52757178,0.61489612,0.52303369,0.51199452,0.57680384,0.68164401,0.54377315,0.51026866,0.43223494,0.43467888,0.34013621,0.59450632,0.333065,0.40394929,0.56281412,0.37425412,0.35830165,-1,-1,-1,1,0.5017217415968451,"[0.26, 0.35)","[0.17, 0.25)","[0.40, 0.50)","[0.14, 0.21)","[0.10, 0.20)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.41, 0.53)"
1519,0.26781394,0.16058289,0.53418548,0.13028189,0.11410555,0.47720365,0.01886792,0.04444444,0.54462718,0.39320286,0.56912833,0.51813852,0.59297751,0.5097421,0.49163233,0.54701602,0.66507907,0.53095228,0.51772132,0.40843842,0.44162314,0.31986469,0.57291142,0.34325046,0.43324907,0.55887315,0.35355277,0.3499243,-1,-1,-1,1,0.5615581665736907,"[0.26, 0.35)","[0.08, 0.17)","[0.50, 0.60)","[0.07, 0.14)","[0.10, 0.20)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.53, 0.65)"
1526,0.26811971,0.17334939,0.4837954,0.15094876,0.10278588,0.48328267,0.03773585,0.06666667,0.53841213,0.37160885,0.56583451,0.52560731,0.58720944,0.47822042,0.49592475,0.50857758,0.64719978,0.51038385,0.51428365,0.39208847,0.44873863,0.30365448,0.5566031,0.34744407,0.44914416,0.56288304,0.34197958,0.34331138,-1,-1,-1,1,0.517115513530654,"[0.26, 0.35)","[0.17, 0.25)","[0.40, 0.50)","[0.14, 0.21)","[0.10, 0.20)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.41, 0.53)"
1533,0.2774988,0.19851976,0.49486825,0.16389325,0.07399414,0.49544073,0.0754717,0.08888889,0.50853995,0.36084707,0.54761714,0.51996956,0.56337925,0.46783599,0.48573033,0.492381,0.62491988,0.48984271,0.50003926,0.37418646,0.44498644,0.29176578,0.53736385,0.34606813,0.4232848,0.56450957,0.35027575,0.33987556,-1,-1,-1,1,0.5265270316023334,"[0.26, 0.35)","[0.17, 0.25)","[0.40, 0.50)","[0.14, 0.21)","[0.00, 0.10)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.41, 0.53)"
1540,0.28926306,0.16618036,0.54116434,0.15689219,0.07757229,0.50759878,0.0754717,0.11111111,0.47963571,0.3426397,0.52102041,0.50518361,0.53941032,0.4476578,0.46573186,0.46754066,0.60074023,0.46483338,0.49434889,0.353836,0.45023485,0.2784008,0.52436715,0.33887636,0.4067122,0.56315123,0.34991777,0.32709331,-1,-1,-1,1,0.5687630986152985,"[0.26, 0.35)","[0.17, 0.25)","[0.50, 0.60)","[0.14, 0.21)","[0.00, 0.10)","[0.45, 0.53)","[0.00, 0.10)","[0.10, 0.20)","[0.53, 0.65)"
1547,0.27487408,0.15987306,0.50284996,0.16127869,0.06443817,0.51975684,0.05660377,0.08888889,0.45589743,0.30974231,0.49916248,0.48384766,0.5175409,0.40263842,0.42932789,0.42700756,0.58463279,0.44365028,0.48206887,0.31713985,0.46048006,0.25523982,0.50376215,0.32460697,0.40606668,0.5796353,0.35785728,0.3512028,-1,-1,-1,1,0.531997345738742,"[0.26, 0.35)","[0.08, 0.17)","[0.50, 0.60)","[0.14, 0.21)","[0.00, 0.10)","[0.45, 0.53)","[0.00, 0.10)","[0.00, 0.10)","[0.53, 0.65)"
1554,0.25383029,0.21072116,0.339574,0.22049017,0.0729599,0.53191489,0.0754717,0.11111111,0.46037471,0.31040935,0.51114558,0.49831969,0.51907711,0.40701621,0.43386861,0.42008623,0.57997619,0.43697537,0.49489014,0.31390899,0.48022076,0.25280313,0.50973441,0.32989214,0.40269302,0.58006971,0.36723093,0.35989996,-1,-1,-1,1,0.4113995181701589,"[0.17, 0.26)","[0.17, 0.25)","[0.30, 0.40)","[0.21, 0.28)","[0.00, 0.10)","[0.53, 0.61)","[0.00, 0.10)","[0.10, 0.20)","[0.41, 0.53)"
1561,0.24730681,0.17630813,0.2789116,0.23003514,0.08837331,0.54103343,0.09433962,0.08888889,0.44871356,0.27907859,0.46795386,0.45606402,0.50990658,0.36902745,0.38876013,0.38916638,0.57668859,0.43254918,0.49157377,0.30260555,0.48829169,0.23971018,0.4981504,0.33293879,0.40877995,0.60023729,0.34786933,0.35908754,-1,-1,-1,1,0.3721796450233888,"[0.17, 0.26)","[0.17, 0.25)","[0.20, 0.30)","[0.21, 0.28)","[0.00, 0.10)","[0.53, 0.61)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1568,0.26544405,0.14514039,0.28975601,0.2499987,0.07208134,0.54711246,0.09433962,0.06666667,0.46441501,0.27654199,0.46713986,0.44910938,0.53003709,0.36848522,0.37554295,0.38043101,0.59367082,0.44614758,0.49380801,0.29528234,0.49610945,0.23526222,0.497261,0.33159226,0.4084779,0.61043941,0.33953087,0.35555171,-1,-1,-1,1,0.38942729091449885,"[0.26, 0.35)","[0.08, 0.17)","[0.20, 0.30)","[0.21, 0.28)","[0.00, 0.10)","[0.53, 0.61)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1575,0.20924202,0.20277637,0.20796612,0.20254086,0.07223472,0.55319149,0.0754717,0.02222222,0.45826313,0.28624546,0.46226004,0.43987858,0.5290464,0.3832755,0.35546236,0.38910475,0.61470149,0.46319564,0.52158852,0.29394198,0.50156347,0.23328157,0.49845172,0.35413523,0.42103231,0.62128584,0.33136672,0.36068343,-1,-1,-1,1,0.29914973142370094,"[0.17, 0.26)","[0.17, 0.25)","[0.20, 0.30)","[0.14, 0.21)","[0.00, 0.10)","[0.53, 0.61)","[0.00, 0.10)","[0.00, 0.10)","[0.28, 0.41)"
1582,0.18918572,0.17254628,0.12327731,0.21007936,0.07044934,0.5775076,0.22641509,0.17777778,0.44010788,0.29128613,0.4669965,0.43993868,0.51642415,0.37774827,0.34504924,0.39399813,0.62317052,0.47553702,0.52067055,0.31035802,0.49379624,0.24186844,0.5044852,0.35959077,0.41981808,0.63104912,0.32418562,0.3559706,-1,-1,-1,1,0.2535621071163459,"[0.17, 0.26)","[0.17, 0.25)","[0.10, 0.20)","[0.21, 0.28)","[0.00, 0.10)","[0.53, 0.61)","[0.20, 0.30)","[0.10, 0.20)","[0.16, 0.28)"
1589,0.24894224,0.13514605,0.12945108,0.27424317,0.09032191,0.63221884,0.41509434,0.2,0.4516114,0.32512007,0.51139112,0.47867136,0.52601482,0.40732296,0.37234324,0.42612852,0.64131651,0.49633735,0.51735296,0.34204865,0.49016773,0.26976019,0.53299412,0.35344557,0.40363111,0.65819851,0.33071056,0.36575972,-1,-1,-1,1,0.31642526105047836,"[0.17, 0.26)","[0.08, 0.17)","[0.10, 0.20)","[0.21, 0.28)","[0.00, 0.10)","[0.61, 0.69)","[0.40, 0.50)","[0.10, 0.20)","[0.28, 0.41)"
1596,0.24133691,0.15311726,0.18604398,0.25125685,0.09646451,0.68085106,0.43396226,0.37777778,0.43708893,0.34408635,0.51976551,0.49076271,0.52276505,0.43528776,0.38420121,0.4446766,0.63675779,0.49309873,0.51161836,0.34761517,0.47406834,0.27867921,0.53441726,0.35117035,0.37663174,0.69251886,0.32747651,0.35913171,-1,-1,-1,1,0.32718155335486593,"[0.17, 0.26)","[0.08, 0.17)","[0.10, 0.20)","[0.21, 0.28)","[0.00, 0.10)","[0.61, 0.69)","[0.40, 0.50)","[0.30, 0.40)","[0.28, 0.41)"
1603,0.21526081,0.17434599,0.14102976,0.22109383,0.10108003,0.72036474,0.45283019,0.37777778,0.38829483,0.31779887,0.46851227,0.42515293,0.48132817,0.39244416,0.32726885,0.41495147,0.62502524,0.48019893,0.47979327,0.32912735,0.43727704,0.26931117,0.50366592,0.34089225,0.34034474,0.7121916,0.32393455,0.33465077,-1,-1,-1,1,0.2810499018582419,"[0.17, 0.26)","[0.17, 0.25)","[0.10, 0.20)","[0.21, 0.28)","[0.10, 0.20)","[0.69, 0.77)","[0.40, 0.50)","[0.30, 0.40)","[0.16, 0.28)"
1610,0.19979402,0.12251364,0.19284792,0.1815598,0.11575973,0.75987842,0.45283019,0.4,0.36231629,0.29976538,0.45257667,0.40545389,0.44946287,0.36145304,0.31678956,0.3857202,0.60716805,0.46453955,0.45972947,0.31111051,0.41563061,0.2635482,0.47950514,0.34004384,0.33756082,0.71069804,0.3291368,0.31605338,-1,-1,-1,1,0.28905811926676495,"[0.17, 0.26)","[0.08, 0.17)","[0.10, 0.20)","[0.14, 0.21)","[0.10, 0.20)","[0.69, 0.77)","[0.40, 0.50)","[0.30, 0.40)","[0.28, 0.41)"
1617,0.24815924,0.10093547,0.19660511,0.20631484,0.20472158,0.80243161,0.43396226,0.26666667,0.32262454,0.27280454,0.43340322,0.38137741,0.40886253,0.3197338,0.29890009,0.35324254,0.5930751,0.45554019,0.44094952,0.30229541,0.39524953,0.25814248,0.45934925,0.34076978,0.3208259,0.71168546,0.33041806,0.29971417,-1,-1,-1,1,0.3508992844108322,"[0.17, 0.26)","[0.08, 0.17)","[0.10, 0.20)","[0.14, 0.21)","[0.20, 0.30)","[0.77, 0.85)","[0.40, 0.50)","[0.20, 0.30)","[0.28, 0.41)"
1624,0.22363063,0.12215445,0.19034029,0.17198934,0.20713281,0.83890578,0.30188679,0.24444444,0.28381773,0.25169926,0.41241888,0.35293556,0.3748084,0.28875448,0.27371133,0.33115567,0.58465734,0.45297044,0.43027086,0.29681862,0.38254408,0.25435703,0.44725767,0.34043207,0.30398676,0.71476576,0.33841049,0.2957432,-1,-1,-1,1,0.32971769750714897,"[0.17, 0.26)","[0.08, 0.17)","[0.10, 0.20)","[0.14, 0.21)","[0.20, 0.30)","[0.77, 0.85)","[0.30, 0.40)","[0.20, 0.30)","[0.28, 0.41)"
1631,0.19474105,0.13033091,0.2550252,0.12343571,0.1895957,0.84802432,0.13207547,0.06666667,0.32411988,0.25929214,0.44372319,0.38508451,0.41300868,0.29599566,0.30006535,0.37892232,0.59908094,0.46492677,0.45342365,0.2930571,0.39739734,0.25884309,0.4607847,0.34012915,0.30761465,0.70771195,0.35116725,0.32428905,-1,-1,-1,1,0.3409116551201119,"[0.17, 0.26)","[0.08, 0.17)","[0.20, 0.30)","[0.07, 0.14)","[0.10, 0.20)","[0.77, 0.85)","[0.10, 0.20)","[0.00, 0.10)","[0.28, 0.41)"
1638,0.16780622,0.12223199,0.20319823,0.10648987,0.17681981,0.82370821,0.11320755,0.06666667,0.33127463,0.25164915,0.44489402,0.37377353,0.41998706,0.28036429,0.29022295,0.38917329,0.62490056,0.48589303,0.47917504,0.28809378,0.40295507,0.24965546,0.45308438,0.36396122,0.34937885,0.65441973,0.35033886,0.33109866,-1,-1,-1,1,0.289646091456774,"[0.09, 0.17)","[0.08, 0.17)","[0.20, 0.30)","[0.07, 0.14)","[0.10, 0.20)","[0.77, 0.85)","[0.10, 0.20)","[0.00, 0.10)","[0.28, 0.41)"
1645,0.14380508,0.13094535,0.20548297,0.08758501,0.14284278,0.79635258,0.13207547,0.08888889,0.34384363,0.25758806,0.44971066,0.36843648,0.4195714,0.27916076,0.2861506,0.40987766,0.64926216,0.50530774,0.49297782,0.30315672,0.41660954,0.26064976,0.47448843,0.3643105,0.36642164,0.61215935,0.3545719,0.3327575,-1,-1,-1,1,0.2651385387582299,"[0.09, 0.17)","[0.08, 0.17)","[0.20, 0.30)","[0.07, 0.14)","[0.10, 0.20)","[0.77, 0.85)","[0.10, 0.20)","[0.00, 0.10)","[0.16, 0.28)"
1652,0.10961224,0.11291811,0.13538205,0.0677359,0.13699499,0.77203647,0.13207547,0.11111111,0.37851665,0.27711766,0.48240967,0.4077639,0.44629202,0.29900917,0.32169209,0.42853481,0.66967696,0.52462278,0.52818997,0.33579087,0.44479948,0.28143492,0.51728214,0.37117518,0.39460406,0.58839397,0.35072759,0.34215329,-1,-1,-1,1,0.20416679185438705,"[0.09, 0.17)","[0.08, 0.17)","[0.10, 0.20)","[0.00, 0.07)","[0.10, 0.20)","[0.77, 0.85)","[0.10, 0.20)","[0.10, 0.20)","[0.16, 0.28)"
1659,0.08133711,0.08735788,0.14215466,0.05652748,0.08194177,0.75075988,0.13207547,0.11111111,0.4106903,0.29989271,0.51452725,0.42906908,0.46930041,0.33133649,0.34572853,0.45985107,0.69670454,0.54552109,0.55824683,0.36444244,0.46348315,0.30104646,0.55980565,0.36387554,0.38521115,0.57996678,0.35631795,0.35251542,-1,-1,-1,1,0.17354468308075272,"[0.00, 0.09)","[0.08, 0.17)","[0.10, 0.20)","[0.00, 0.07)","[0.00, 0.10)","[0.69, 0.77)","[0.10, 0.20)","[0.10, 0.20)","[0.16, 0.28)"
1666,0.09359068,0.06147303,0.12538321,0.07083144,0.10504603,0.73860182,0.16981132,0.17777778,0.43459508,0.33424403,0.54863569,0.46452227,0.49745459,0.38051618,0.37375122,0.5119419,0.70952975,0.55261839,0.55284702,0.37766689,0.46413101,0.3077081,0.56937634,0.36070493,0.37969376,0.57079608,0.36514975,0.35887166,-1,-1,-1,1,0.17824901307199037,"[0.09, 0.17)","[0.00, 0.08)","[0.10, 0.20)","[0.07, 0.14)","[0.10, 0.20)","[0.69, 0.77)","[0.10, 0.20)","[0.10, 0.20)","[0.16, 0.28)"
1673,0.07470285,0.05992617,0.07756537,0.0540791,0.12168364,0.7325228,0.16981132,0.22222222,0.46752232,0.36167765,0.58262468,0.50269933,0.52032031,0.4211851,0.4162344,0.54385789,0.7264515,0.56068404,0.56175429,0.39961133,0.4702076,0.32435165,0.59171053,0.36339037,0.40136247,0.54926048,0.36095567,0.36357262,-1,-1,-1,1,0.15410335468021616,"[0.00, 0.09)","[0.00, 0.08)","[0.00, 0.10)","[0.00, 0.07)","[0.10, 0.20)","[0.69, 0.77)","[0.10, 0.20)","[0.20, 0.30)","[0.03, 0.16)"
1680,0.09039088,0.06929635,0.08696766,0.06742384,0.13907197,0.72948328,0.1509434,0.2,0.45043518,0.35842257,0.56125308,0.47982362,0.50094421,0.43242609,0.41154228,0.52246963,0.72446778,0.55624108,0.54872874,0.40415944,0.46208912,0.32245854,0.58434731,0.36704001,0.41722646,0.53291234,0.35254497,0.34349542,-1,-1,-1,1,0.17734249610824274,"[0.09, 0.17)","[0.00, 0.08)","[0.00, 0.10)","[0.00, 0.07)","[0.10, 0.20)","[0.69, 0.77)","[0.10, 0.20)","[0.10, 0.20)","[0.16, 0.28)"
1687,0.09742661,0.09851671,0.10953955,0.06436385,0.14012335,0.72036474,0.1509434,0.22222222,0.45575352,0.36877022,0.53861201,0.4683649,0.50566851,0.45479315,0.40458626,0.5357138,0.69649177,0.53265438,0.50980817,0.38385743,0.45199221,0.31322606,0.56538449,0.34110622,0.41827802,0.52940044,0.35901585,0.34910762,-1,-1,-1,1,0.1891458998134707,"[0.09, 0.17)","[0.08, 0.17)","[0.10, 0.20)","[0.00, 0.07)","[0.10, 0.20)","[0.69, 0.77)","[0.10, 0.20)","[0.20, 0.30)","[0.16, 0.28)"
